Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20120201,p,full,0,-,-,+9½-110,-9½-110,-,-,-,-,-,-,-,-10½-110,-,-,-,-,-,-,-,-,-,-,-,-10½-110
1,20120201,p,full,1,-,-,-1½-110,+1½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20120201,p,full,2,-,-,+9½-110,-9½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,20120201,p,full,3,-,-,+7-110,-7-110,-,-,-,-,-,-,-,-,-,-,-,-5½-105,-,-,-,-,-,-,-,-
4,20120201,p,full,4,-,-,+2½-110,-2½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,20120201,p,full,5,-,-,-6½-110,+6½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,20120201,p,full,6,-,-,+2-110,-2-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,20120201,p,full,7,-,-,+2-110,-2-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,20120201,p,full,8,-,-,+5-110,-5-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,20120201,p,full,9,-,-,+14-110,-14-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-15½-110,-,-,-,-
10,20120201,p,full,10,-,-,-3½-110,+3½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,20120201,p,first,0,-,-,+5½-110,-5½-110,-,-,-,-,-,-,-,-,-,-,-,-6½-115,-,-,-,-,-,-,-,-
12,20120201,p,first,1,-,-,-1-110,+1-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,20120201,p,first,2,-,-,+5½-110,-5½-110,-,-,-,-,-,-,-,-,-,-,+5-105,-,-,-,-,-,-,-,-,-
14,20120201,p,first,3,-,-,+4-115,-4-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,20120201,p,first,4,-,-,+1½-115,-1½-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,20120201,p,first,5,-,-,-3½-110,+3½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,20120201,p,first,6,-,-,+1-110,-1-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,20120201,p,first,7,-,-,+1-110,-1-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,20120201,p,first,8,-,-,+3-115,-3-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,20120201,p,first,9,-,-,+8-110,-8-110,-,-,-,-,-,-,-,-,-,-9-115,-,-,-,-,-,-,-,-,-,-
21,20120201,p,first,10,-,-,-2-105,+2-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,20120201,p,sec,0,-,-,+5-110,-5-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,20120201,p,sec,1,-,-,-1½-110,+1½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,20120201,p,sec,2,-,-,-1½-110,+1½-110,-,-,-1-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,20120201,p,sec,3,-,-,-½+105,+½-125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,20120201,p,sec,4,-,-,+2½-110,-2½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,20120201,p,sec,5,-,-,+½-110,-½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,20120201,p,sec,6,-,-,PK-110,PK-110,-,+½-107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,20120201,p,sec,7,-,-,-½-110,+½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,20120201,p,sec,8,-,-,+6-110,-6-110,-,-,-,-6-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,20120201,p,sec,9,-,-,+2½-110,-2½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,20120201,p,sec,10,-,-,-2-110,+2-110,-,-,-,-,-,-,-,-,-,-,-,-,-2-115,-,-,-,-,-,-,-
33,20120201,m,full,0,-,-,+450,-525,-,-,-,-,-,-,+495,-,-,-,-,-,-,-,-,-,-,-,+495,-
34,20120201,m,full,1,-,-,-130,+110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,20120201,m,full,2,-,-,+415,-525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-500,-,-,-,-
