Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20170301,p,full,0,52%,48%,+1½-110,-1½-110,+2+102,-2-113,+2-110,-2-110,+2-105,-2-115,+2½-110,-2½-110,+2-110,-2-110,+2-105,-2-105,+2-110,-2-110,+2-110,-2-110,+2-110,-2-110,+2½-110,-2½-110
1,20170301,p,full,1,50%,50%,+4-110,-4-110,+4½-107,-4½-103,+4½-110,-4½-110,+4½-115,-4½-105,+4½-115,-4½-105,+4½-110,-4½-110,+4½-105,-4½-105,+4½-110,-4½-110,+4½-110,-4½-110,+4½-115,-4½-105,+4½-115,-4½-105
2,20170301,p,full,2,41%,59%,+8½-110,-8½-110,+9½-110,-9½-100,+9½-110,-9½-110,+9½-110,-9½-110,+9½-108,-9½-112,+9½-105,-9½-115,+9½-105,-9½-105,+9½-110,-9½-110,+9½-110,-9½-110,+9½-110,-9½-110,+9½-108,-9½-112
3,20170301,p,full,3,52%,48%,+5½-110,-5½-110,+6-110,-6-100,+6-110,-6-110,+6-115,-6-105,+6-106,-6-114,+6-110,-6-110,+6-105,-6-105,+6-110,-6-110,+6-110,-6-110,+6-115,-6-105,+6-106,-6-114
4,20170301,p,full,4,58%,42%,-1-110,+1-110,+2-105,-2-105,+2-110,-2-110,+1½-110,-1½-110,+2-110,-2-110,-1-105,+1-115,+1½-105,-1½-105,+2-110,-2-110,+1-110,-1-110,+1½-110,-1½-110,+2-110,-2-110
5,20170301,p,full,5,46%,54%,+3-110,-3-110,+4½-101,-4½-109,+4½-110,-4½-110,+4½-110,-4½-110,+4½-108,-4½-112,+4-105,-4-115,+4½-105,-4½-105,+4½-110,-4½-110,+4½-110,-4½-110,+4½-110,-4½-110,+4½-108,-4½-112
6,20170301,p,full,6,37%,63%,+1½-110,-1½-110,+2½-100,-2½-110,+2½-101,-2½-109,+2½-105,-2½-115,+2½-109,-2½-111,+2½-105,-2½-115,+2½-105,-2½-105,+2½-110,-2½-110,+2½-110,-2½-110,+2½-105,-2½-115,+2½-109,-2½-111
7,20170301,p,full,7,45%,55%,+10½-110,-10½-110,+10-102,-10-108,+10-103,-10-107,+10-115,-10-105,+9½-105,-9½-115,+10-105,-10-115,+10-105,-10-105,+10-110,-10-110,+10-110,-10-110,+10-115,-10-105,+9½-105,-9½-115
8,20170301,p,full,8,52%,48%,+6½-110,-6½-110,+6½-105,-6½-105,+6½-102,-6½-108,+6½-115,-6½-105,+6½-112,-6½-108,+6½-110,-6½-110,+6½-105,-6½-105,+6½-110,-6½-110,+6½-110,-6½-110,+6½-115,-6½-105,+6½-112,-6½-108
9,20170301,p,full,9,51%,49%,+1½-110,-1½-110,+2½+102,-2½-113,+2½-110,-2½-110,+2½-110,-2½-110,+2-102,-2-118,+2-110,-2-110,+2½-105,-2½-105,+2½-105,-2½-115,+2½-110,-2½-110,+2½-110,-2½-110,+2-102,-2-118
