Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20091101,p,full,0,-,-,-5½-110,+5½-110,-5½-106,+5½-104,-5½-110,+5½-110,-5½-110,+5½-110,-5½-110,+5½-110,-5½-110,+5½-110,-,-,-5½-109,+5½-109,-,-,-5½-110,+5½-110,-5½-110,+5½-110
1,20091101,p,full,1,-,-,+11-110,-11-110,-,-11-105,+11-110,-11-110,+11-110,-11-110,+11-110,-11-110,+11½-110,-11½-110,-,-,+11-109,-11-109,-,-,+11-110,-11-110,+11-110,-11-110
2,20091101,p,full,2,-,-,+4½-110,-4½-110,+4-105,-4-105,+4-110,-4-110,+4½-110,-4½-110,+4-110,-4-110,-,-4½-110,-,-,+4½-109,-4½-109,-,-,+4-110,-4-110,+4-110,-4-110
3,20091101,p,full,3,-,-,-2-110,+2-110,-3-102,+3-108,-3-110,+3-110,-3-110,+3-110,-3-110,+3-110,-3½-105,-,-,-,-3-109,+3-109,-,-,-3-110,+3-110,-3-110,+3-110
4,20091101,p,full,4,-,-,+11-110,-11-110,+10½-104,-10½-106,+11-110,-11-110,+11-110,-11-110,+11-110,-11-110,+11-105,-11-115,-,-,+10½-104,-10½-114,-,-,+11-110,-11-110,+11-110,-11-110
5,20091101,p,full,5,-,-,+13-110,-13-110,+13-113,-13+103,+13-110,-13-110,+13-110,-13-110,+13-110,-13-110,+13-110,-13-110,-,-,+13-109,-13-109,-,-,+12½-110,-12½-110,+13-110,-13-110
6,20091101,p,full,6,-,-,+6½-110,-6½-110,+8½-103,-8½-107,+8½-110,-,+8½-110,-8½-110,+8½-110,-8½-110,+9-105,-9-115,-,-,+8½-109,-,-,-,+8½-110,-8½-110,+8½-110,-8½-110
7,20091101,p,first,0,-,-,-3-110,+3-110,-,+3-109,-3½-110,+3½-110,-,-,-3-110,+3-110,-3-110,+3-110,-,-,-,-,-,-,-3-105,-,-3-110,+3-110
8,20091101,p,first,1,-,-,+6-110,-6-110,+6½-114,-6½+104,+6½-115,-6½-105,-,-,+6½-110,-6½-110,+6½-110,-6½-110,-,-,-,-,-,-,+6½-115,-6½-105,+6½-110,-6½-110
9,20091101,p,first,2,-,-,+2½-110,-2½-110,+2½-115,-2½+105,+2-105,-2-115,-,-,+2-110,-2-110,+2½-110,-2½-110,-,-,-,-,-,-,+2½-120,-2½+100,+2-110,-2-110
10,20091101,p,first,3,-,-,-½-115,+½-105,-1½-105,-,-1½-110,+1½-110,-,-,-,+1½-110,-1½-110,+1½-110,-,-,-,-,-,-,-,+1½-110,-,+1½-110
11,20091101,p,first,4,-,-,+6-110,-6-110,+6-112,-6+102,+6-115,-6-105,-,-,+6-110,-6-110,+6-105,-6-115,-,-,-,-,-,-,+6-110,-6-110,+6-110,-6-110
12,20091101,p,first,5,-,-,+7½-110,-7½-110,+7½-105,-,+7½-110,-7½-110,-,-,+7½-110,-,+7½-110,-7½-110,-,-,-,-,-,-,+7½-110,-7½-110,+7½-110,-
13,20091101,p,first,6,-,-,+4-115,-4-105,+4½+103,-4½-113,+5-110,-5-110,-,-,+5-110,-,+5-105,-5-115,-,-,-,-,-,-,+4½-105,-4½-115,+5-110,-
14,20091101,p,sec,0,-,-,+2-110,-2-110,+1½-110,-1½+100,+1-110,-1-110,-,-,+1-110,-1-110,-,-2-110,-,-,-,-,-,-,+2-110,-2-110,+1-110,-1-110
15,20091101,p,sec,1,-,-,+3-110,-3-110,+3-104,-3-106,+3-110,-3-110,-,-,+3-110,-3-110,+3+100,-3-120,-,-,-,-,-,-,+3-115,-3-105,+3-110,-3-110
16,20091101,p,sec,2,-,-,+2½-110,-2½-110,+3-126,-3+116,+2½-110,-2½-110,-,-,+2½-110,-2½-110,+2½-110,-2½-110,-,-,-,-,-,-,+2½-110,-2½-110,+2½-110,-2½-110
17,20091101,p,sec,3,-,-,-1-110,+1-110,-1-102,+1-108,-1-105,+1-115,-,-,-1-110,+1-110,-1-120,+1+100,-,-,-,-,-,-,-1-105,+1-115,-1-110,+1-110
18,20091101,p,sec,4,-,-,+7-110,-7-110,+7-113,-7+103,+6½-110,-6½-110,-,-,+6½-110,-6½-110,+7-115,-7-105,-,-,-,-,-,-,+6½-110,-6½-110,+6½-110,-6½-110
19,20091101,p,sec,5,-,-,+6-110,-6-110,+6-114,-6+104,+6-115,-6-105,-,-,-,-6-110,+6-110,-6-110,-,-,-,-,-,-,+6-110,-6-110,-,-6-110
20,20091101,p,sec,6,-,-,+3½-110,-3½-110,+3½-107,-3½-103,+4-110,-4-110,-,-,+3½-110,-3½-110,+3½+105,-3½-125,-,-,-,-,-,-,+3½-110,-3½-110,+3½-110,-3½-110
21,20091101,m,full,0,-,-,-220,+180,-225,+205,-230,+190,-250,+210,-240,+200,-,+200,-,-,-239,-,-,-,-230,+190,-240,+200
22,20091101,m,full,1,-,-,+550,-800,+615,-675,+565,-755,+600,-800,-,-,-,-,-,-,+525,-750,-,-,+500,-700,-,-
23,20091101,m,full,2,-,-,+165,-190,+156,-,+155,-175,+165,-195,+155,-175,+160,-180,-,-,+155,-175,-,-,+160,-180,+155,-175
24,20091101,m,full,3,-,-,-130,+110,-141,+131,-145,+125,-155,+135,-,+130,-150,+130,-,-,-,+125,-,-,-147,+127,-,+130
