Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20091027,p,full,0,-,-,+4½-110,-4½-110,+5-110,-5+100,+5-110,-5-110,+5-110,-5-110,+5-110,-5-110,-,-5-110,-,-,+5-109,-,-,-,+5-110,-5-110,+5-110,-5-110
1,20091027,p,full,1,-,-,+8½-110,-8½-110,+8+105,-8-115,+8½-110,-8½-110,-,-,+8½-110,-8½-110,+8½-110,-8½-110,-,-,+8½-109,-8½-109,-,-,-,-,+8½-110,-8½-110
2,20091027,p,full,2,-,-,+10-110,-10-110,-,-8½-110,+9-110,-9-110,+9-110,-9-110,-,-8½-110,+9-105,-9-115,-,-,+9-109,-9-109,-,-,+8½-110,-8½-110,-,-8½-110
3,20091027,p,full,3,-,-,+9½-110,-9½-110,+11½-109,-11½-101,+11½-110,-11½-110,+11½-110,-11½-110,+11½-110,-11½-110,+12½-110,-12½-110,-,-,+11½-114,-11½-104,-,-,+11½-110,-,+11½-110,-11½-110
4,20091027,p,first,0,-,-,+2½-110,-2½-110,+2½-103,-2½-107,+2½-105,-,-,-,+3-110,-3-110,+3-110,-3-110,-,-,-,-,-,-,+2½-105,-2½-115,+3-110,-3-110
5,20091027,p,first,1,-,-,+4½-110,-4½-110,+4½+103,-4½-113,+4½-105,-4½-115,-,-,+5-110,-5-110,+4½+100,-4½-120,-,-,-,-,-,-,+4½-105,-4½-115,+5-110,-5-110
6,20091027,p,first,2,-,-,+5½-110,-5½-110,+5-106,-5-104,+5-110,-5-110,-,-,+5-110,-5-110,+4½+110,-4½-130,-,-,-,-,-,-,+4½-105,-4½-115,+5-110,-5-110
7,20091027,p,first,3,-,-,+6-110,-6-110,+6+106,-,+6½-110,-6½-110,-,-,+7-110,-7-110,+6½+125,-6½-145,-,-,-,-,-,-,+6½-110,-6½-110,+7-110,-7-110
8,20091027,p,sec,0,-,-,+5-110,-5-110,+4½-105,-4½-105,+4½-110,-4½-110,-,-,+4½-110,-4½-110,+5-120,-5+100,-,-,-,-,-,-,+4½-115,-4½-105,+4½-110,-4½-110
9,20091027,p,sec,1,-,-,+8-110,-8-110,+8-109,-8-101,-,-8-110,-,-,+8-110,-8-110,+8-110,-8-110,-,-,-,-,-,-,-,-7½-110,+8-110,-8-110
10,20091027,p,sec,2,-,-,+1½-110,-1½-110,+1½-102,-1½-108,-,-1½-110,-,-,+1½-110,-1½-110,+1½+100,-1½-120,-,-,-,-,-,-,+1½-110,-1½-110,+1½-110,-1½-110
11,20091027,p,sec,3,-,-,+3½-110,-3½-110,+3½-107,-3½-103,+3½-110,-3½-110,-,-,+3½-110,-3½-110,+4+110,-,-,-,-,-,-,-,+3½-110,-3½-110,+3½-110,-3½-110
12,20091027,m,full,0,-,-,+170,-200,+178,-191,+175,-210,+170,-200,+170,-205,+165,-190,-,-,+175,-205,-,-,-,-200,+170,-205
13,20091027,m,full,1,-,-,+315,-380,+360,-400,+325,-400,+310,-,+325,-450,+320,-440,-,-,+319,-410,-,-,+305,-365,+325,-450
14,20091027,m,full,2,-,-,+415,-525,+435,-475,+400,-500,+430,-530,+325,-450,-,-550,-,-,+400,-529,-,-,+400,-500,+325,-450
15,20091027,m,full,3,-,-,+425,-550,+700,-770,+625,-850,+620,-820,-,-,-,-,-,-,+500,-800,-,-,+575,-,-,-
16,20091027,m,first,0,-,-,+130,-150,+153,-163,-,-165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,20091027,m,first,1,-,-,+215,-255,+235,-255,+215,-255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,20091027,m,first,2,-,-,+225,-265,+230,-,+225,-265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,20091027,m,first,3,-,-,+260,-320,+295,-325,+265,-325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,20091027,m,sec,0,-,-,+180,-220,+196,-222,+190,-230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,20091027,m,sec,1,-,-,+280,-340,-,-,+280,-340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,20091027,m,sec,2,-,-,+120,-140,-,-140,+130,-150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,20091027,m,sec,3,-,-,+170,-200,+178,-196,+178,-215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,20091027,t,full,0,-,-,187½-110,187½-110,183½-106,183½-104,183½-110,183½-110,183½-110,183½-110,183½-110,183½-110,184-110,184-110,-,-,183½-109,183½-109,-,-,183½-110,183½-110,183½-110,183½-110
