Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20101201,p,full,0,-,-,+6-110,-6-110,+5½+100,-5½-110,+6-105,-6-105,+5½-110,-5½-110,+5½-110,-5½-110,+5½-110,-5½-110,-,-,+5½-109,-5½-109,+5½-110,-5½-110,+5½-110,-5½-110,+5½-110,-5½-110
1,20101201,p,full,1,-,-,+4½-110,-4½-110,+4½-107,-4½-103,+4½-102,-4½-108,+4½-110,-,-,-,+4½-110,-4½-110,-,-,+4½-109,-4½-109,+4½-110,-4½-110,+4½-110,-4½-110,-,-
2,20101201,p,full,2,-,-,-7-110,+7-110,-5-110,+5+100,-5-107,+5-103,-5-110,+5-110,-5-110,+5-110,-5½-105,+5½-115,-,-,-5-109,+5-109,-5-110,+5-110,-5-110,+5-110,-5-110,+5-110
3,20101201,p,full,3,-,-,+11½-110,-11½-110,+11-102,-11-108,+11-102,-11-108,+11-110,-11-110,+11½-110,-,+11-110,-11-110,-,-,+11-109,-11-109,+11½-110,-11½-110,+11-110,-11-110,+11½-110,-
4,20101201,p,full,4,-,-,+6½-110,-6½-110,-,-7+100,+7-107,-7-103,+7-110,-7-110,+7-110,-,+7½-115,-7½-105,-,-,+7-109,-7-109,+7-110,-7-110,-,-7-110,+7-110,-
5,20101201,p,full,5,-,-,+1½-110,-1½-110,+2-106,-,+2-105,-2-105,+2-110,-2-110,+2-110,-2-110,+2-110,-2-110,-,-,-,-2-109,+2-110,-2-110,+2-110,-2-110,+2-110,-2-110
6,20101201,p,full,6,-,-,+8-110,-8-110,+8½-107,-8½-103,+8½-105,-8½-105,+8½-110,-,+8½-110,-8½-110,+8½-110,-8½-110,-,-,+8½-109,-8½-109,+8½-110,-,+8½-110,-8½-110,+8½-110,-8½-110
7,20101201,p,full,7,-,-,+10-110,-10-110,+10-116,-10+105,-,-10-102,+10-110,-10-110,+10-110,-10-110,-,-,-,-,-,-,+10-110,-10-110,+10-110,-10-110,+10-110,-10-110
8,20101201,p,full,8,-,-,-5-110,+5-110,-5½-107,+5½-103,-5½-105,+5½-105,-5½-110,+5½-110,-5½-110,+5½-110,-6-110,+6-110,-,-,-5½-109,-,-,+5½-110,-5½-110,+5½-110,-5½-110,+5½-110
9,20101201,p,full,9,-,-,+7-110,-7-110,+8½-108,-8½-102,+8½-106,-8½-104,+8½-110,-8½-110,+8-110,-8-110,-,-8½-110,-,-,+8½-109,-8½-109,+8½-110,-8½-110,+8½-110,-8½-110,+8-110,-8-110
10,20101201,p,full,10,-,-,+8-110,-8-110,+7½-106,-7½-104,+7½-105,-7½-105,+7½-110,-7½-110,+7½-110,-7½-110,+7½-110,-7½-110,-,-,+7½-109,-,+7½-110,-7½-110,+7½-110,-7½-110,+7½-110,-7½-110
11,20101201,p,full,11,-,-,-7½-110,+7½-110,-7-102,+7-108,-6½-108,+6½-102,-,-,-7-110,+7-110,-7½-105,+7½-115,-,-,-7-109,+7-109,-7-110,+7-110,-6½-110,+6½-110,-7-110,+7-110
12,20101201,p,first,0,-,-,+3-105,-3-115,+3-108,-3-102,+3-115,-3-105,+3-115,-3-105,+3-115,-3-105,+3-110,-3-110,-,-,+3-114,-3-104,+3-115,-3-105,-,-3-105,+3-115,-3-105
13,20101201,p,first,1,-,-,+2½-110,-2½-110,+2½-101,-2½-109,+2½-110,-,+2½-110,-2½-110,+2½-105,-2½-115,+2½-110,-2½-110,-,-,+2½-109,-2½-109,+2½-110,-2½-110,+2½-110,-2½-110,+2½-105,-2½-115
14,20101201,p,first,2,-,-,-4-105,+4-115,-3+102,+3-113,-3-105,+3-115,-2½-110,-,-3-105,+3-115,-3-105,+3-115,-,-,-2½-109,+2½-109,-2½-115,+2½-105,-3+100,+3-120,-3-105,+3-115
15,20101201,p,first,3,-,-,+7-110,-7-110,+6½-102,-,-,-6½-110,+6½-105,-6½-115,+6½-105,-6½-115,+6½-110,-,-,-,+6½-109,-6½-109,+6½-110,-6½-110,+6½-110,-6½-110,+6½-105,-6½-115
16,20101201,p,first,4,-,-,+4-115,-4-105,+4+100,-4-110,+4-110,-4-110,+4-115,-4-105,+4-110,-4-110,+4-110,-4-110,-,-,+4-109,-4-109,+4-115,-4-105,+4-110,-,+4-110,-4-110
17,20101201,p,first,5,-,-,+½-110,-½-110,+½-104,-½-106,+½-110,-½-110,+1-115,-1-105,+½-110,-½-110,+½-110,+½-110,-,-,+½-109,-½-109,+1-110,-1-110,+½-110,-½-110,+½-110,-½-110
18,20101201,p,first,6,-,-,+4-105,-4-115,+4½+100,-4½-110,+4½-110,-4½-110,+4½-110,-4½-110,+4½-110,-4½-110,+4½-110,-4½-110,-,-,+4½-104,-4½-114,+4½-110,-4½-110,+4½-105,-4½-115,+4½-110,-4½-110
19,20101201,p,first,7,-,-,+6-115,-6-105,+6-107,-6-103,+6-110,-6-110,+6-115,-6-105,+6-110,-6-110,+6-110,-6-110,-,-,+6-114,-6-104,+6-115,-6-105,+6-115,-6-105,+6-110,-6-110
20,20101201,p,first,8,-,-,-3-110,+3-110,-3-109,+3-101,-3-110,+3-110,-3-110,+3-110,-3-110,+3-110,-,+3-110,-,-,-3-109,-,-2½-120,-,-3-105,+3-115,-3-110,+3-110
21,20101201,p,first,9,-,-,+4-105,-4-115,+4½-101,-4½-109,+4½-105,-4½-115,+4½-105,-4½-115,+4½-110,-4½-110,+4½-105,-4½-115,-,-,+4½-104,-4½-114,+4½-105,-4½-115,+4½-105,-4½-115,+4½-110,-4½-110
22,20101201,p,first,10,-,-,+4-105,-4-115,+4½-104,-4½-106,+4½-110,-4½-110,+4½-105,-4½-115,+4½-110,-4½-110,+4½-110,-4½-110,-,-,+4-104,-4-114,+4½-115,-4½-105,+4½-110,-4½-110,+4½-110,-4½-110
23,20101201,p,first,11,-,-,-4-110,+4-110,-4-101,+4-109,-4-105,+4-115,-4-110,+4-110,-4-105,+4-115,-4-110,+4-110,-,-,-4-104,+4-114,-4-110,+4-110,-4-105,+4-115,-4-105,+4-115
24,20101201,p,sec,0,-,-,+1½-110,-1½-110,+1½-115,-1½+104,+1½-110,-1½-110,+1½-105,-1½-115,+1½-110,-1½-110,+1½-110,-1½-110,-,-,+1½-114,-1½-104,-,-,+1½-110,-1½-110,+1½-110,-1½-110
25,20101201,p,sec,1,-,-,-3-110,+3-110,-3-116,+3+105,-3½-110,+3½-110,-3½-105,+3½-115,-3½-110,+3½-110,-3½-110,+3½-110,-,-,-3½-109,-,-,-,-3-115,+3-105,-3½-110,+3½-110
26,20101201,p,sec,2,-,-,-4-110,+4-110,-4+104,+4-115,-4-110,+4-110,-4-105,+4-115,-4-110,+4-110,-4-115,+4-105,-,-,-4-109,+4-109,-,-,-4-110,+4-110,-4-110,+4-110
27,20101201,p,sec,3,-,-,+2½-110,-2½-110,+2½+100,-,+3-110,-3-110,+2½-105,-2½-115,+2½-105,-2½-115,-,-2½-115,-,-,+2½-104,-2½-114,-,-,+2½-105,-2½-115,+2½-105,-2½-115
28,20101201,p,sec,4,-,-,+5½-110,-5½-110,+5-105,-5-105,+5-110,-5-110,-,-5½-110,-,-5½-110,+5½-110,-5½-110,-,-,+5-104,-,-,-,+5-105,-5-115,-,-5½-110
29,20101201,p,sec,5,-,-,+6-110,-6-110,+6½+100,-6½-110,+6½-110,-6½-110,+7-115,-7-105,+6½-110,-6½-110,+6½-105,-6½-115,-,-,+6½-109,-6½-109,-,-,+6½-110,-6½-110,+6½-110,-6½-110
30,20101201,p,sec,6,-,-,+6-110,-6-110,+6+104,-6-115,+6½-110,-6½-110,+6-105,-6-115,+6-105,-,+6-105,-6-115,-,-,+6-104,-6-114,-,-,+6-105,-6-115,+6-105,-
31,20101201,p,sec,7,-,-,+2-110,-2-110,+2-110,-2+100,+2-110,-2-110,+2-110,-2-110,+2-110,-2-110,+2-105,-2-115,-,-,+1½-109,-1½-109,-,-,+2-115,-2-105,+2-110,-2-110
32,20101201,p,sec,8,-,-,-3-110,+3-110,-2½-110,+2½+100,-3-110,+3-110,-3-110,-,-3-115,+3-105,-3½-110,+3½-110,-,-,-3-109,+3-109,-,-,-3-110,+3-110,-3-115,+3-105
33,20101201,p,sec,9,-,-,+8-110,-8-110,+8+102,-8-113,+8-110,-8-110,+8-110,-8-110,+8-110,-8-110,+8-110,-,-,-,+8-109,-8-109,-,-,+8-110,-8-110,+8-110,-8-110
34,20101201,p,sec,10,-,-,+2-110,-2-110,+2-109,-2-101,+2-110,-,+2-115,-2-105,+2-110,-2-110,-,-2-115,-,-,+2-114,-2-104,-,-,+2-115,-,+2-110,-2-110
35,20101201,p,sec,11,-,-,-7½-110,+7½-110,-7+102,+7-113,-7-110,+7-110,-7-110,+7-110,-7-110,+7-110,-7-125,+7+105,-,-,-7-104,+7-114,-,-,-7-105,+7-115,-7-110,+7-110
36,20101201,m,full,0,-,-,+220,-260,+199,-222,+200,-220,+190,-230,+190,-230,+190,-230,-,-,+190,-229,-,-230,+190,-230,+190,-230
37,20101201,m,full,1,-,-,+170,-200,+165,-183,+170,-185,+160,-190,-,-,+165,-,-,-,+165,-190,+165,-190,+165,-185,-,-
38,20101201,m,full,2,-,-,-300,+250,-212,+190,-,+195,-215,+185,-220,+180,-220,+180,-,-,-220,+180,-225,+185,-215,+177,-220,+180
39,20101201,m,full,3,-,-,+800,-1250,+754,-978,+750,-950,-,-1100,-,-,-,-,-,-,+675,-1100,+800,-1100,+700,-1000,-,-
40,20101201,m,full,4,-,-,+255,-310,+252,-285,+250,-275,+260,-310,+250,-300,+250,-300,-,-,+250,-300,+240,-,+247,-295,+250,-300
41,20101201,m,full,5,-,-,+105,-125,+114,-126,+115,-125,+110,-130,+110,-130,-,-,-,-,+109,-130,+110,-130,-,-130,+110,-130
42,20101201,m,full,6,-,-,+325,-400,+358,-415,+355,-400,+330,-400,+325,-450,+300,-400,-,-,+335,-429,+310,-400,+320,-400,+325,-450
43,20101201,m,full,7,-,-,+500,-700,+480,-575,+500,-600,+550,-,+450,-650,+450,-700,-,-,+485,-,+525,-700,+475,-650,+450,-650
44,20101201,m,full,8,-,-,-250,+210,-251,+223,-245,+225,-255,+215,-260,+220,-265,+225,-,-,-254,+215,-250,+210,-250,+210,-260,+220
45,20101201,m,full,9,-,-,+325,-400,+355,-,+365,-410,-,-,+300,-400,+350,-500,-,-,+350,-450,+340,-440,+340,-420,+300,-400
46,20101201,m,full,10,-,-,+325,-400,+314,-360,+325,-360,+325,-385,+300,-400,+300,-400,-,-,+295,-369,+300,-380,+310,-380,+300,-400
47,20101201,m,full,11,-,-,-340,+280,-299,+264,-300,+270,-325,+275,-300,+250,-320,+260,-,-,-309,+255,-,+245,-300,+250,-300,+250
48,20101201,m,first,0,-,-,+175,-210,+158,-175,+160,-185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,20101201,m,first,1,-,-,+140,-160,+152,-,+145,-165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,20101201,m,first,2,-,-,-220,+180,-169,+152,-185,+160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,20101201,m,first,3,-,-,+340,-425,-,-410,+325,-400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,20101201,m,first,4,-,-,+190,-230,+204,-228,+190,-230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,20101201,m,first,5,-,-,+105,-125,-,-,+105,-125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,20101201,m,first,6,-,-,+210,-250,+227,-255,+210,-250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,20101201,m,first,7,-,-,+300,-360,+277,-315,+300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,20101201,m,first,8,-,-,-200,+170,-186,+167,-200,+170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
