Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20090102,p,full,0,-,-,-3½-110,+3½-110,-5-107,+5-103,-5-105,+5-105,-5-110,+5-110,-5-110,+5-110,-5-110,+5-110,-,-,-5-109,+5-109,-,-,-5-110,+5-110,-5-110,+5-110
1,20090102,p,full,1,-,-,+8½-110,-8½-110,+8½-105,-8½-105,+8½-102,-8½-108,+8½-110,-8½-110,+8½-110,-8½-110,+8½-110,-8½-110,-,-,+8½-104,-8½-114,-,-,+8½-110,-8½-110,+8½-110,-8½-110
2,20090102,p,full,2,-,-,+15-110,-15-110,+14½-115,-14½+105,+14-105,-14-105,+14½-110,-14½-110,+14-110,-14-110,+15-115,-15-105,-,-,+14-109,-14-109,-,-,+14-110,-14-110,+14-110,-14-110
3,20090102,p,full,3,-,-,+2½-110,-2½-110,+2½-101,-2½-109,+2½-105,-2½-105,+2-110,-2-110,+2½-110,-2½-110,+2½-110,-2½-110,-,-,+2½-109,-2½-109,-,-,+2½-110,-2½-110,+2½-110,-2½-110
4,20090102,p,full,4,-,-,+12½-110,-12½-110,+12½-106,-12½-104,+12-105,-12-105,+12½-110,-12½-110,+12-110,-12-110,+12-110,-12-110,-,-,+12-109,-12-109,-,-,+12-110,-12-110,+12-110,-12-110
5,20090102,p,full,5,-,-,-3½-110,+3½-110,-4-114,+4+104,-4½-105,+4½-105,-4-110,+4-110,-4½-110,+4½-110,-4½-105,+4½-115,-,-,-4-120,+4+100,-,-,-4½-110,+4½-110,-4½-110,+4½-110
6,20090102,p,full,6,-,-,+2-110,-2-110,+2½+100,-2½-110,+2½-105,-2½-105,+2½-110,-2½-110,+2½-110,-2½-110,-,-2½-110,-,-,+2½-109,-2½-109,-,-,+3-110,-3-110,+2½-110,-2½-110
7,20090102,p,full,7,-,-,-8-110,+8-110,-8½-102,+8½-108,-8½-107,+8½-103,-8½-110,+8½-110,-8½-110,+8½-110,-8½-110,+8½-110,-,-,-8½-109,+8½-109,-,-,-8½-110,+8½-110,-8½-110,+8½-110
8,20090102,p,full,8,-,-,+8½-110,-8½-110,-,-9+100,+9-105,-9-105,-,-9-110,+9-110,-9-110,+9-110,-9-110,-,-,+9-109,-9-109,-,-,+8½-110,-8½-110,+9-110,-9-110
9,20090102,p,full,9,-,-,-7-110,+7-110,-,+8-113,-8-105,+8-105,-8-110,-,-8-110,+8-110,-,+8-110,-,-,-8-109,+8-109,-,-,-8-110,+8-110,-8-110,+8-110
10,20090102,p,full,10,-,-,+7½-110,-7½-110,+8-102,-8-108,+8-105,-8-105,+8-110,-8-110,-,-8-110,+8-110,-8-110,-,-,+8-109,-8-109,-,-,+8-110,-8-110,-,-8-110
11,20090102,p,full,11,-,-,+6½-110,-6½-110,+6½-108,-6½-102,+6½-105,-6½-105,+6½-110,-6½-110,+6½-110,-,+6½-115,-6½-105,-,-,+6½-109,-,-,-,+6½-110,-6½-110,+6½-110,-
12,20090102,p,full,12,-,-,+12½-110,-12½-110,+13-101,-,+13½-105,-13½-105,+13-110,-13-110,+13½-110,-13½-110,+13-110,-13-110,-,-,+13-104,-13-114,-,-,+13½-110,-13½-110,+13½-110,-13½-110
13,20090102,p,full,13,-,-,+1½-110,-1½-110,-,+1½+103,-1½-105,+1½-105,-1½-110,+1½-110,-1½-110,+1½-110,-1½-110,-,-,-,-1½-114,+1½-104,-,-,-1½-110,+1½-110,-1½-110,+1½-110
14,20090102,p,full,14,-,-,+9½-110,-9½-110,+10+100,-,+10-105,-10-105,+10-110,-10-110,+10-110,-10-110,+10-110,-10-110,-,-,+9½-109,-9½-109,-,-,+9½-110,-9½-110,+10-110,-10-110
