Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20061101,p,full,0,-,-,-2-110,+2-110,-1-102,+1-108,-1-110,+1-110,-1-110,+1-110,-,-,-1-110,+1-110,-,-,-,-,-,-,-,-,-,-
1,20061101,p,full,1,-,-,+2½-110,-2½-110,-1½-107,+1½-103,-1½-110,+1½-110,-1-110,+1-110,-,-,-2-110,+2-110,-,-,-,-,-,-,-,-,-,-
2,20061101,p,full,2,-,-,+7-110,-7-110,+5½-102,-5½-108,+5½-110,-5½-110,+5½-110,-5½-110,-,-,+6-115,-6-105,-,-,-,-,-,-,-,-,-,-
3,20061101,p,full,3,-,-,+4½-110,-4½-110,+3-105,-3-105,+3-110,-3-110,+3-110,-3-110,-,-,+3½-110,-3½-110,-,-,-,-,-,-,-,-,-,-
4,20061101,p,full,4,-,-,+5½-110,-5½-110,+7-105,-7-105,+7-110,-7-110,+7½-110,-7½-110,-,-,+7-110,-7-110,-,-,-,-,-,-,-,-,-,-
5,20061101,p,full,5,-,-,+7½-110,-7½-110,+6½-110,-6½+100,+6½-110,-6½-110,+6½-110,-6½-110,-,-,+7-110,-7-110,-,-,-,-,-,-,-,-,-,-
6,20061101,p,full,6,-,-,+5-110,-5-110,+5-102,-5-108,+5-110,-5-110,+4-110,-4-110,-,-,+5-115,-5-105,-,-,-,-,-,-,-,-,-,-
7,20061101,p,full,7,-,-,+5-110,-5-110,+5-101,-5-109,+4½-110,-4½-110,+5-110,-5-110,-,-,+5-110,-5-110,-,-,-,-,-,-,-,-,-,-
8,20061101,p,full,8,-,-,+5-110,-5-110,+6-103,-6-107,+6-110,-,+6-110,-6-110,-,-,+6½-110,-6½-110,-,-,-,-,-,-,-,-,-,-
9,20061101,p,full,9,-,-,+1-110,-1-110,-,+1½+101,-1½-110,+1½-110,-1½-110,+1½-110,-,-,-2-110,+2-110,-,-,-,-,-,-,-,-,-,-
10,20061101,p,full,10,-,-,+6½-110,-6½-110,+7+103,-7-113,+7½-110,-7½-110,+7½-110,-7½-110,-,-,+7½-110,-7½-110,-,-,-,-,-,-,-,-,-,-
11,20061101,p,full,11,-,-,+5-110,-5-110,+4½-108,-4½-102,+4½-110,-4½-110,+4½-110,-4½-110,-,-,+5-110,-5-110,-,-,-,-,-,-,-,-,-,-
12,20061101,p,first,0,-,-,-½-110,+½-110,-½+105,+½-115,-½-110,+½-110,PK-110,PK-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,20061101,p,first,1,-,-,-1-110,+1-110,-½-104,+½-106,-½-120,+½+100,PK-120,PK+100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,20061101,p,first,2,-,-,+3-110,-3-110,-,-3½-105,-,-3½-105,+2½-105,-2½-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,20061101,p,first,3,-,-,+1½-105,-1½-115,+1½-105,-1½-105,+1½-110,-1½-110,-,-1½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,20061101,p,first,4,-,-,+4-115,-4-105,+4+101,-4-111,+4-105,-4-115,+4-105,-4-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,20061101,p,first,5,-,-,+4-115,-4-105,+3½+100,-3½-110,+3½-105,-3½-115,+3½-110,-3½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,20061101,p,first,6,-,-,+2½-105,-2½-115,+2½+102,-2½-112,+2½-105,-2½-115,-,-2½-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,20061101,p,first,7,-,-,+2-110,-2-110,+2½+103,-2½-113,+3-110,-3-110,+3-115,-3-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,20061101,p,first,8,-,-,+3½-110,-3½-110,+3½-108,-3½-102,+3½-110,-3½-110,+3½-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,20061101,p,first,9,-,-,-½-110,+½-110,-½-102,+½-108,-½-105,+½-115,PK-125,PK+105,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,20061101,p,first,10,-,-,+3½-110,-3½-110,+4+108,-4-118,+4-120,-4+100,-,-4-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,20061101,p,first,11,-,-,+1½-110,-1½-110,+2½-105,-2½-105,-,-3-105,+3-110,-3-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,20061101,p,sec,0,-,-,-,-,-2½+102,+2½-112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,20061101,p,sec,1,-,-,-,-,-4½-101,+4½-109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,20061101,p,sec,2,-,-,-,-,-2+105,+2-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,20061101,p,sec,3,-,-,-,-,+4½+101,-4½-111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,20061101,p,sec,4,-,-,-,-,+3+104,-3-114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,20061101,p,sec,5,-,-,-,-,+7-119,-7+109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,20061101,p,sec,6,-,-,-,-,+2½-108,-2½-102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,20061101,p,sec,7,-,-,-,-,+5-109,-5-101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,20061101,p,sec,8,-,-,-,-,+3½-107,-3½-103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,20061101,p,sec,9,-,-,-,-,-4+108,+4-118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,20061101,p,sec,10,-,-,-,-,+5+106,-5-116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,20061101,p,sec,11,-,-,-,-,+2-116,-2+106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,20061101,m,full,0,-,-,-125,+105,-111,+101,-120,+100,-115,-105,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,20061101,m,full,1,-,-,-130,+110,-113,+103,-125,+105,-120,+100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,20061101,m,full,2,-,-,+250,-300,+215,-235,+205,-245,+200,-240,-,-,+200,-240,-,-,-,-,-,-,-,-,-,-
