Index,date,time,game_num,away,home
0,20061031,08:00 PM,0,Chicago,Miami
1,20061031,10:30 PM,1,Phoenix,L.A. Lakers
2,20061101,07:00 PM,0,Indiana,Charlotte
3,20061101,07:00 PM,1,Chicago,Orlando
4,20061101,07:00 PM,2,Atlanta,Philadelphia
5,20061101,07:30 PM,3,New Orleans,Boston
6,20061101,07:30 PM,4,Toronto,Brooklyn
7,20061101,08:00 PM,5,Milwaukee,Detroit
8,20061101,08:00 PM,6,Sacramento,Minnesota
9,20061101,08:00 PM,7,New York,Memphis
10,20061101,08:00 PM,8,Washington,Cleveland
11,20061101,09:00 PM,9,Houston,Utah
12,20061101,10:30 PM,10,L.A. Lakers,Golden State
13,20061101,10:30 PM,11,L.A. Clippers,Phoenix
14,20061102,08:00 PM,0,San Antonio,Dallas
15,20061102,10:30 PM,1,Denver,L.A. Clippers
16,20061103,07:00 PM,0,New Orleans,Indiana
17,20061103,07:00 PM,1,Milwaukee,Toronto
18,20061103,07:00 PM,2,Philadelphia,Orlando
19,20061103,07:30 PM,3,Detroit,Boston
20,20061103,07:30 PM,4,Brooklyn,Miami
21,20061103,07:30 PM,5,New York,Atlanta
22,20061103,08:00 PM,6,Cleveland,San Antonio
23,20061103,08:00 PM,7,Charlotte,Memphis
24,20061103,08:30 PM,8,Sacramento,Chicago
25,20061103,09:00 PM,9,Utah,Phoenix
26,20061103,09:00 PM,10,Minnesota,Denver
27,20061103,10:30 PM,11,Portland,Golden State
28,20061104,07:00 PM,0,Boston,Washington
29,20061104,07:00 PM,1,Cleveland,Charlotte
30,20061104,07:30 PM,2,Memphis,Detroit
31,20061104,07:30 PM,3,Indiana,New York
32,20061104,08:30 PM,4,Sacramento,Milwaukee
33,20061104,08:30 PM,5,Dallas,Houston
34,20061104,09:00 PM,6,Golden State,Utah
35,20061104,10:00 PM,7,Minnesota,Portland
36,20061104,10:30 PM,8,Phoenix,L.A. Clippers
37,20061105,01:00 PM,0,San Antonio,Toronto
38,20061105,02:00 PM,1,Orlando,Atlanta
39,20061105,02:00 PM,2,Miami,Philadelphia
40,20061105,07:00 PM,3,Houston,New Orleans
41,20061106,07:00 PM,0,Washington,Orlando
42,20061106,07:30 PM,1,San Antonio,New York
43,20061106,08:30 PM,2,Milwaukee,Chicago
44,20061106,08:30 PM,3,Golden State,Dallas
45,20061106,09:00 PM,4,Detroit,Utah
46,20061106,10:00 PM,5,Minnesota,Sacramento
47,20061106,10:30 PM,6,Portland,L.A. Clippers
48,20061107,07:00 PM,0,Atlanta,Cleveland
49,20061107,07:00 PM,1,Philadelphia,Indiana
50,20061107,08:00 PM,2,Houston,Memphis
51,20061107,08:00 PM,3,Golden State,New Orleans
52,20061107,10:30 PM,4,Minnesota,L.A. Lakers
53,20061108,07:00 PM,0,Indiana,Washington
54,20061108,07:00 PM,1,Philadelphia,Toronto
55,20061108,07:30 PM,2,Charlotte,Boston
56,20061108,07:30 PM,3,Utah,Brooklyn
57,20061108,08:00 PM,4,Houston,Milwaukee
58,20061108,08:00 PM,5,Phoenix,San Antonio
59,20061108,09:00 PM,6,New York,Denver
60,20061108,10:00 PM,7,L.A. Lakers,Portland
61,20061108,10:30 PM,8,Dallas,L.A. Clippers
62,20061108,10:30 PM,9,Detroit,Sacramento
63,20061109,08:00 PM,0,Chicago,Cleveland
64,20061109,10:30 PM,1,Dallas,Phoenix
65,20061109,10:30 PM,2,New Orleans,Golden State
66,20061110,07:00 PM,0,Orlando,Indiana
67,20061110,07:00 PM,1,Atlanta,Toronto
68,20061110,07:00 PM,2,Milwaukee,Washington
69,20061110,07:00 PM,3,Denver,Philadelphia
70,20061110,07:30 PM,4,Utah,Boston
71,20061110,08:00 PM,5,Miami,Brooklyn
72,20061110,08:30 PM,6,New York,Houston
73,20061110,10:00 PM,7,New Orleans,Portland
74,20061110,10:30 PM,8,Detroit,L.A. Lakers
75,20061111,07:30 PM,0,Boston,Cleveland
76,20061111,08:00 PM,1,New York,San Antonio
77,20061111,08:00 PM,2,Orlando,Minnesota
78,20061111,08:30 PM,3,Utah,Milwaukee
79,20061111,08:30 PM,4,Indiana,Chicago
80,20061111,09:00 PM,5,Memphis,Phoenix
81,20061111,10:30 PM,6,Detroit,Golden State
82,20061112,03:30 PM,0,New Orleans,L.A. Clippers
83,20061112,06:00 PM,1,Brooklyn,Washington
84,20061112,06:00 PM,2,Denver,Charlotte
85,20061112,08:00 PM,3,Houston,Miami
86,20061112,09:00 PM,4,Toronto,Sacramento
87,20061112,09:00 PM,5,Dallas,Portland
88,20061112,09:30 PM,6,Memphis,L.A. Lakers
89,20061113,07:30 PM,0,Orlando,Boston
90,20061113,07:30 PM,1,Cleveland,New York
91,20061114,07:00 PM,0,Milwaukee,Atlanta
92,20061114,07:30 PM,1,Denver,Miami
93,20061114,08:00 PM,2,Charlotte,New Orleans
94,20061114,08:00 PM,3,Portland,Minnesota
95,20061114,08:30 PM,4,Chicago,Dallas
96,20061114,08:30 PM,5,San Antonio,Houston
97,20061114,09:00 PM,6,L.A. Clippers,Utah
98,20061114,10:30 PM,7,Toronto,Golden State
99,20061115,07:00 PM,0,Portland,Cleveland
100,20061115,07:00 PM,1,Denver,Orlando
101,20061115,07:30 PM,2,Washington,New York
102,20061115,07:30 PM,3,Milwaukee,Brooklyn
103,20061115,07:30 PM,4,Indiana,Boston
104,20061115,07:30 PM,5,New Orleans,Detroit
105,20061115,08:00 PM,6,Charlotte,San Antonio
106,20061115,09:00 PM,7,Memphis,Sacramento
107,20061116,08:00 PM,0,Chicago,Houston
108,20061116,10:30 PM,1,Sacramento,Golden State
109,20061117,07:00 PM,0,Brooklyn,Indiana
110,20061117,07:30 PM,1,New York,Miami
111,20061117,07:30 PM,2,Portland,Boston
112,20061117,07:30 PM,3,Minnesota,Cleveland
113,20061117,08:00 PM,4,Washington,Detroit
114,20061117,08:00 PM,5,Dallas,Memphis
115,20061117,08:00 PM,6,Chicago,San Antonio
116,20061117,10:30 PM,7,Philadelphia,Phoenix
117,20061117,10:30 PM,8,Toronto,L.A. Lakers
118,20061118,07:00 PM,0,Cleveland,Washington
119,20061118,07:00 PM,1,Charlotte,Orlando
120,20061118,07:00 PM,2,Miami,Atlanta
121,20061118,07:30 PM,3,Portland,Brooklyn
122,20061118,07:30 PM,4,Houston,Detroit
123,20061118,07:30 PM,5,Boston,New York
124,20061118,08:00 PM,6,New Orleans,Minnesota
125,20061118,08:30 PM,7,Indiana,Milwaukee
126,20061118,08:30 PM,8,Memphis,Dallas
127,20061118,09:00 PM,9,Toronto,Denver
128,20061118,09:00 PM,10,Phoenix,Utah
129,20061118,10:30 PM,11,Philadelphia,L.A. Clippers
130,20061119,08:00 PM,0,Chicago,L.A. Lakers
131,20061119,09:00 PM,1,San Antonio,Sacramento
132,20061120,07:00 PM,0,Dallas,Charlotte
133,20061120,07:30 PM,1,Houston,New York
134,20061120,08:00 PM,2,Orlando,Memphis
135,20061120,09:00 PM,3,Toronto,Utah
136,20061120,10:00 PM,4,San Antonio,Portland
137,20061120,10:30 PM,5,Phoenix,Golden State
138,20061121,07:00 PM,0,Detroit,Philadelphia
139,20061121,07:00 PM,1,Milwaukee,Indiana
140,20061121,07:00 PM,2,Memphis,Cleveland
141,20061121,08:00 PM,3,Miami,New Orleans
142,20061121,08:30 PM,4,Washington,Dallas
143,20061121,09:00 PM,5,Chicago,Denver
144,20061121,10:30 PM,6,L.A. Clippers,L.A. Lakers
145,20061122,07:00 PM,0,Indiana,Orlando
146,20061122,07:00 PM,1,Boston,Charlotte
147,20061122,07:00 PM,2,Cleveland,Toronto
148,20061122,07:30 PM,3,Atlanta,Detroit
149,20061122,07:30 PM,4,Miami,San Antonio
150,20061122,08:00 PM,5,Philadelphia,Milwaukee
151,20061122,08:00 PM,6,New York,Minnesota
152,20061122,08:30 PM,7,Washington,Houston
153,20061122,09:00 PM,8,New Orleans,Phoenix
154,20061122,10:00 PM,9,Brooklyn,Portland
155,20061122,10:00 PM,10,Utah,Sacramento
156,20061122,10:30 PM,11,Denver,Golden State
157,20061124,07:30 PM,0,New York,Boston
158,20061124,07:30 PM,1,Chicago,Philadelphia
159,20061124,07:30 PM,2,Toronto,Atlanta
160,20061124,07:30 PM,3,Orlando,Miami
161,20061124,08:00 PM,4,Dallas,San Antonio
162,20061124,08:00 PM,5,Cleveland,Indiana
163,20061124,08:00 PM,6,Minnesota,New Orleans
164,20061124,08:00 PM,7,Charlotte,Detroit
165,20061124,08:00 PM,8,Washington,Memphis
166,20061124,09:00 PM,9,L.A. Lakers,Utah
167,20061124,09:00 PM,10,Golden State,Denver
168,20061124,10:30 PM,11,Brooklyn,Phoenix
169,20061125,07:00 PM,0,Detroit,Washington
170,20061125,07:00 PM,1,Atlanta,Orlando
171,20061125,07:00 PM,2,Miami,Charlotte
172,20061125,07:30 PM,3,Philadelphia,Cleveland
173,20061125,07:30 PM,4,Chicago,New York
174,20061125,08:00 PM,5,L.A. Clippers,Minnesota
175,20061125,08:30 PM,6,New Orleans,Dallas
176,20061125,08:30 PM,7,Memphis,Houston
177,20061125,09:00 PM,8,Boston,Milwaukee
178,20061125,10:00 PM,9,Portland,Sacramento
179,20061125,10:30 PM,10,Utah,Golden State
180,20061126,01:00 PM,0,Indiana,Toronto
181,20061126,08:00 PM,1,L.A. Clippers,Denver
182,20061126,09:00 PM,2,Phoenix,Portland
183,20061126,09:30 PM,3,Brooklyn,L.A. Lakers
184,20061127,07:30 PM,0,Philadelphia,Miami
185,20061127,08:30 PM,1,Minnesota,Dallas
186,20061127,09:00 PM,2,Orlando,Utah
187,20061127,10:30 PM,3,San Antonio,Golden State
188,20061128,07:00 PM,0,Atlanta,Washington
189,20061128,07:30 PM,1,Charlotte,Brooklyn
190,20061128,08:00 PM,2,Toronto,New Orleans
191,20061128,08:30 PM,3,New York,Chicago
192,20061128,08:30 PM,4,Minnesota,Houston
193,20061128,09:00 PM,5,Memphis,Denver
194,20061128,10:00 PM,6,L.A. Clippers,Sacramento
195,20061128,10:00 PM,7,Indiana,Portland
196,20061128,10:30 PM,8,Milwaukee,L.A. Lakers
197,20061129,07:00 PM,0,New York,Cleveland
198,20061129,07:00 PM,1,Charlotte,Atlanta
199,20061129,07:30 PM,2,Brooklyn,Boston
200,20061129,08:30 PM,3,Toronto,Dallas
201,20061129,09:00 PM,4,San Antonio,Utah
202,20061129,09:00 PM,5,Houston,Phoenix
203,20061129,10:30 PM,6,Indiana,Golden State
204,20061129,10:30 PM,7,Memphis,L.A. Clippers
205,20061130,08:00 PM,0,Detroit,Miami
206,20061130,10:30 PM,1,Utah,L.A. Lakers
207,20061201,07:00 PM,0,Charlotte,Washington
208,20061201,07:00 PM,1,Boston,Toronto
209,20061201,07:30 PM,2,Cleveland,Atlanta
210,20061201,08:00 PM,3,Chicago,New Orleans
211,20061201,08:00 PM,4,New York,Detroit
212,20061201,08:00 PM,5,Denver,Minnesota
213,20061201,08:30 PM,6,Sacramento,Dallas
214,20061201,09:00 PM,7,Milwaukee,Phoenix
215,20061201,10:00 PM,8,Orlando,Portland
216,20061202,07:30 PM,0,Philadelphia,Brooklyn
217,20061202,08:00 PM,1,Miami,Memphis
218,20061202,08:00 PM,2,Toronto,New York
219,20061202,08:00 PM,3,Sacramento,San Antonio
220,20061202,08:30 PM,4,Cleveland,Houston
221,20061202,08:30 PM,5,Washington,Chicago
222,20061202,09:00 PM,6,Indiana,Denver
223,20061202,10:30 PM,7,L.A. Lakers,L.A. Clippers
224,20061202,10:30 PM,8,Milwaukee,Golden State
225,20061203,09:00 PM,0,Atlanta,Portland
226,20061204,07:00 PM,0,Dallas,Washington
227,20061204,07:30 PM,1,Memphis,New York
228,20061204,08:00 PM,2,Golden State,San Antonio
229,20061204,08:30 PM,3,Boston,Chicago
230,20061204,09:00 PM,4,Milwaukee,Utah
231,20061204,10:00 PM,5,Orlando,Sacramento
232,20061204,10:30 PM,6,Indiana,L.A. Lakers
233,20061205,07:30 PM,0,Portland,Detroit
234,20061205,07:30 PM,1,Dallas,Brooklyn
235,20061205,08:30 PM,2,Golden State,Houston
236,20061205,09:00 PM,3,Sacramento,Phoenix
237,20061205,10:30 PM,4,Miami,L.A. Clippers
238,20061206,07:00 PM,0,Orlando,Indiana
239,20061206,07:00 PM,1,Toronto,Cleveland
240,20061206,07:00 PM,2,San Antonio,Charlotte
241,20061206,07:30 PM,3,Memphis,Boston
242,20061206,07:30 PM,4,Washington,New York
243,20061206,08:00 PM,5,Houston,Minnesota
244,20061206,08:00 PM,6,Portland,Milwaukee
245,20061206,09:00 PM,7,Atlanta,Denver
246,20061206,09:00 PM,8,Philadelphia,Chicago
247,20061206,10:30 PM,9,New Orleans,L.A. Lakers
248,20061207,07:30 PM,0,Phoenix,Brooklyn
249,20061207,08:00 PM,1,Detroit,Dallas
250,20061207,10:30 PM,2,Miami,Sacramento
251,20061208,07:00 PM,0,Houston,Charlotte
252,20061208,07:00 PM,1,Detroit,Orlando
253,20061208,07:00 PM,2,Portland,Indiana
254,20061208,07:30 PM,3,Phoenix,Boston
255,20061208,08:00 PM,4,L.A. Clippers,San Antonio
256,20061208,08:00 PM,5,Utah,Minnesota
257,20061208,08:00 PM,6,Washington,Philadelphia
258,20061208,08:30 PM,7,Toronto,Chicago
259,20061208,08:30 PM,8,Memphis,Milwaukee
260,20061208,10:30 PM,9,Atlanta,L.A. Lakers
261,20061208,10:30 PM,10,Miami,Denver
262,20061209,07:00 PM,0,Philadelphia,Orlando
263,20061209,07:00 PM,1,Houston,Washington
264,20061209,07:30 PM,2,Milwaukee,New York
265,20061209,07:30 PM,3,Indiana,Cleveland
266,20061209,07:30 PM,4,Boston,Brooklyn
267,20061209,08:00 PM,5,L.A. Clippers,Memphis
268,20061209,08:30 PM,6,Denver,Dallas
269,20061209,08:30 PM,7,Minnesota,Chicago
270,20061209,10:30 PM,8,New Orleans,Golden State
271,20061210,01:00 PM,0,Portland,Toronto
272,20061210,06:00 PM,1,Phoenix,Charlotte
273,20061210,09:00 PM,2,Atlanta,Sacramento
274,20061210,09:30 PM,3,San Antonio,L.A. Lakers
275,20061211,07:00 PM,0,Portland,Philadelphia
276,20061211,07:00 PM,1,Phoenix,Orlando
277,20061211,07:30 PM,2,Memphis,Brooklyn
278,20061211,07:30 PM,3,Toronto,Miami
279,20061211,07:30 PM,4,Boston,New York
280,20061211,08:00 PM,5,Cleveland,New Orleans
281,20061211,08:30 PM,6,Indiana,Chicago
282,20061211,09:00 PM,7,Dallas,Utah
283,20061211,10:30 PM,8,San Antonio,L.A. Clippers
284,20061212,07:00 PM,0,Denver,Atlanta
285,20061212,08:30 PM,1,L.A. Lakers,Houston
286,20061212,10:30 PM,2,Sacramento,Golden State
287,20061213,07:00 PM,0,Phoenix,Miami
288,20061213,07:00 PM,1,Charlotte,Cleveland
289,20061213,07:00 PM,2,Denver,Washington
290,20061213,07:00 PM,3,Detroit,Indiana
291,20061213,07:00 PM,4,Boston,Philadelphia
292,20061213,07:00 PM,5,Toronto,Orlando
293,20061213,07:30 PM,6,Milwaukee,Brooklyn
294,20061213,07:30 PM,7,Atlanta,New York
295,20061213,08:00 PM,8,Portland,Memphis
296,20061213,08:00 PM,9,Minnesota,San Antonio
297,20061213,09:30 PM,10,L.A. Lakers,Dallas
298,20061213,10:30 PM,11,Utah,L.A. Clippers
299,20061214,07:00 PM,0,Orlando,Charlotte
300,20061214,09:30 PM,1,San Antonio,New Orleans
301,20061214,10:30 PM,2,Houston,Golden State
302,20061215,07:00 PM,0,Brooklyn,Toronto
303,20061215,07:00 PM,1,New York,Indiana
304,20061215,07:00 PM,2,Miami,Washington
305,20061215,07:30 PM,3,Denver,Boston
306,20061215,08:00 PM,4,Philadelphia,Dallas
307,20061215,08:00 PM,5,Atlanta,Memphis
308,20061215,08:30 PM,6,Milwaukee,Chicago
309,20061215,09:00 PM,7,Sacramento,Utah
310,20061215,09:00 PM,8,Golden State,Phoenix
311,20061215,10:00 PM,9,L.A. Clippers,Portland
312,20061215,10:30 PM,10,Houston,L.A. Lakers
313,20061216,07:00 PM,0,Cleveland,Orlando
314,20061216,07:00 PM,1,Chicago,Atlanta
315,20061216,07:00 PM,2,Boston,Charlotte
316,20061216,07:30 PM,3,Memphis,Miami
317,20061216,07:30 PM,4,Denver,New York
318,20061216,08:00 PM,5,Dallas,New Orleans
319,20061216,08:00 PM,6,Philadelphia,San Antonio
320,20061216,08:00 PM,7,Detroit,Brooklyn
321,20061216,08:30 PM,8,Minnesota,Milwaukee
322,20061216,10:00 PM,9,Phoenix,Sacramento
323,20061217,01:00 PM,0,Golden State,Toronto
324,20061217,02:30 PM,1,Utah,Indiana
325,20061217,03:30 PM,2,Houston,L.A. Clippers
326,20061217,09:30 PM,3,Washington,L.A. Lakers
327,20061218,07:30 PM,0,Golden State,Brooklyn
328,20061218,07:30 PM,1,Utah,New York
329,20061218,07:30 PM,2,New Orleans,Miami
330,20061218,09:00 PM,3,Washington,Denver
331,20061218,10:00 PM,4,Dallas,Sacramento
332,20061219,08:30 PM,0,L.A. Lakers,Chicago
333,20061219,09:00 PM,1,Toronto,Phoenix
334,20061220,07:00 PM,0,New Orleans,Orlando
335,20061220,07:00 PM,1,Indiana,Philadelphia
336,20061220,07:00 PM,2,Utah,Atlanta
337,20061220,07:30 PM,3,Golden State,Boston
338,20061220,07:30 PM,4,Charlotte,New York
339,20061220,08:00 PM,5,L.A. Lakers,Minnesota
340,20061220,08:00 PM,6,Memphis,San Antonio
341,20061220,08:00 PM,7,Cleveland,Brooklyn
342,20061220,08:00 PM,8,Miami,Milwaukee
343,20061220,10:00 PM,9,Houston,Portland
344,20061220,10:30 PM,10,Toronto,L.A. Clippers
345,20061221,08:00 PM,0,Detroit,Cleveland
346,20061221,10:30 PM,1,Washington,Sacramento
347,20061222,07:00 PM,0,Utah,Charlotte
348,20061222,07:00 PM,1,Golden State,Orlando
349,20061222,07:30 PM,2,L.A. Lakers,Brooklyn
350,20061222,07:30 PM,3,Chicago,New York
351,20061222,07:30 PM,4,Indiana,Atlanta
352,20061222,08:00 PM,5,Milwaukee,Minnesota
353,20061222,08:00 PM,6,Philadelphia,Boston
354,20061222,08:00 PM,7,Memphis,New Orleans
355,20061222,08:00 PM,8,Houston,San Antonio
356,20061222,08:30 PM,9,L.A. Clippers,Dallas
357,20061222,09:00 PM,10,Sacramento,Denver
358,20061222,10:00 PM,11,Toronto,Portland
359,20061222,10:30 PM,12,Washington,Phoenix
360,20061223,07:00 PM,0,Minnesota,Indiana
361,20061223,07:30 PM,1,Golden State,Miami
362,20061223,07:30 PM,2,Atlanta,Detroit
363,20061223,07:30 PM,3,Orlando,Cleveland
364,20061223,07:30 PM,4,New York,Philadelphia
365,20061223,08:00 PM,5,San Antonio,New Orleans
366,20061223,08:00 PM,6,Utah,Memphis
367,20061223,08:30 PM,7,L.A. Clippers,Houston
368,20061223,08:30 PM,8,Brooklyn,Milwaukee
369,20061223,08:30 PM,9,Charlotte,Chicago
370,20061225,02:30 PM,0,L.A. Lakers,Miami
371,20061226,07:00 PM,0,Memphis,Washington
372,20061226,07:00 PM,1,Houston,Indiana
373,20061226,07:30 PM,2,Brooklyn,Detroit
374,20061226,08:00 PM,3,Chicago,Minnesota
375,20061226,08:00 PM,4,Milwaukee,San Antonio
376,20061226,08:30 PM,5,Charlotte,Dallas
377,20061226,09:00 PM,6,L.A. Clippers,Utah
378,20061226,09:00 PM,7,Portland,Phoenix
379,20061226,09:00 PM,8,Boston,Denver
380,20061226,10:30 PM,9,Philadelphia,Golden State
381,20061227,07:00 PM,0,Washington,Charlotte
382,20061227,07:00 PM,1,Cleveland,Atlanta
383,20061227,07:00 PM,2,Minnesota,Toronto
384,20061227,07:00 PM,3,L.A. Lakers,Orlando
385,20061227,07:30 PM,4,Houston,Brooklyn
386,20061227,07:30 PM,5,Detroit,New York
387,20061227,08:00 PM,6,Milwaukee,Memphis
388,20061227,08:30 PM,7,Miami,Chicago
389,20061227,10:00 PM,8,Philadelphia,Sacramento
390,20061227,10:00 PM,9,New Orleans,Portland
391,20061227,10:30 PM,10,Boston,L.A. Clippers
392,20061228,08:00 PM,0,Utah,San Antonio
393,20061228,08:00 PM,1,Phoenix,Dallas
394,20061229,07:00 PM,0,L.A. Lakers,Charlotte
395,20061229,07:00 PM,1,Orlando,Washington
396,20061229,07:00 PM,2,Chicago,Toronto
397,20061229,07:30 PM,3,Milwaukee,Cleveland
398,20061229,07:30 PM,4,Brooklyn,Miami
399,20061229,08:00 PM,5,Indiana,Detroit
400,20061229,08:30 PM,6,Atlanta,Houston
401,20061229,09:00 PM,7,New York,Phoenix
402,20061229,10:00 PM,8,Philadelphia,Portland
403,20061229,10:30 PM,9,Boston,Golden State
404,20061229,10:30 PM,10,Sacramento,L.A. Clippers
405,20061230,07:00 PM,0,Miami,Orlando
406,20061230,07:00 PM,1,Charlotte,Indiana
407,20061230,07:30 PM,2,Minnesota,Brooklyn
408,20061230,08:00 PM,3,Toronto,Memphis
409,20061230,08:30 PM,4,Cleveland,Chicago
410,20061230,08:30 PM,5,New Orleans,Dallas
411,20061230,08:30 PM,6,Washington,Milwaukee
412,20061230,09:00 PM,7,Portland,Utah
413,20061230,10:00 PM,8,Golden State,Sacramento
414,20061231,03:30 PM,0,Atlanta,San Antonio
415,20061231,03:30 PM,1,New York,L.A. Clippers
416,20061231,04:00 PM,2,Phoenix,Detroit
417,20061231,07:00 PM,3,Memphis,Houston
418,20070101,07:00 PM,0,Minnesota,Charlotte
419,20070101,10:00 PM,1,Boston,Portland
420,20070102,07:00 PM,0,San Antonio,Cleveland
421,20070102,07:00 PM,1,L.A. Clippers,Orlando
422,20070102,08:00 PM,2,Golden State,New Orleans
423,20070102,08:30 PM,3,Phoenix,Chicago
424,20070102,09:00 PM,4,Philadelphia,Denver
425,20070102,10:00 PM,5,New York,Sacramento
426,20070103,07:00 PM,0,Milwaukee,Washington
427,20070103,07:00 PM,1,Phoenix,Toronto
428,20070103,07:30 PM,2,L.A. Clippers,Miami
429,20070103,07:30 PM,3,Cleveland,Boston
430,20070103,08:00 PM,4,Golden State,Memphis
431,20070103,08:00 PM,5,San Antonio,Minnesota
432,20070103,09:00 PM,6,Philadelphia,Utah
433,20070103,10:00 PM,7,New York,Portland
434,20070104,08:00 PM,0,Detroit,New Orleans
435,20070104,08:30 PM,1,Indiana,Dallas
436,20070104,10:30 PM,2,L.A. Lakers,Sacramento
437,20070105,07:00 PM,0,Charlotte,Orlando
438,20070105,07:00 PM,1,Atlanta,Toronto
439,20070105,07:00 PM,2,L.A. Clippers,Washington
440,20070105,07:30 PM,3,Chicago,Brooklyn
441,20070105,08:00 PM,4,Philadelphia,Minnesota
442,20070105,08:00 PM,5,Boston,Memphis
443,20070105,08:00 PM,6,Dallas,San Antonio
444,20070105,08:30 PM,7,Utah,Houston
445,20070105,08:30 PM,8,Cleveland,Milwaukee
446,20070105,10:30 PM,9,Miami,Phoenix
447,20070105,10:30 PM,10,Denver,L.A. Lakers
448,20070106,07:00 PM,0,L.A. Clippers,Atlanta
449,20070106,07:30 PM,1,Brooklyn,Cleveland
450,20070106,08:00 PM,2,Indiana,New Orleans
451,20070106,08:30 PM,3,Detroit,Chicago
452,20070106,09:00 PM,4,Utah,Denver
453,20070106,10:00 PM,5,Portland,Sacramento
454,20070107,01:00 PM,0,Washington,Toronto
455,20070107,03:30 PM,1,Houston,Minnesota
456,20070107,04:00 PM,2,San Antonio,Memphis
457,20070107,06:00 PM,3,Boston,Orlando
458,20070107,08:00 PM,4,Golden State,Phoenix
459,20070107,09:00 PM,5,Miami,Portland
460,20070107,09:30 PM,6,Dallas,L.A. Lakers
461,20070108,08:00 PM,0,L.A. Clippers,New Orleans
462,20070108,08:30 PM,1,Houston,Chicago
463,20070108,09:00 PM,2,Milwaukee,Denver
464,20070109,07:00 PM,0,Atlanta,Indiana
465,20070109,07:00 PM,1,Detroit,Philadelphia
466,20070109,07:30 PM,2,Toronto,Brooklyn
467,20070109,08:00 PM,3,Portland,San Antonio
468,20070109,08:00 PM,4,L.A. Lakers,Memphis
469,20070109,09:00 PM,5,Dallas,Utah
470,20070109,10:00 PM,6,Cleveland,Sacramento
471,20070110,07:00 PM,0,Chicago,Washington
472,20070110,07:00 PM,1,New Orleans,Atlanta
473,20070110,07:30 PM,2,Indiana,Boston
474,20070110,07:30 PM,3,Philadelphia,New York
475,20070110,07:30 PM,4,Charlotte,Detroit
476,20070110,08:00 PM,5,L.A. Clippers,Minnesota
477,20070110,08:00 PM,6,Toronto,Milwaukee
478,20070110,08:30 PM,7,L.A. Lakers,Houston
479,20070110,08:30 PM,8,Portland,Dallas
480,20070110,09:00 PM,9,San Antonio,Denver
481,20070110,10:30 PM,10,Orlando,Golden State
482,20070111,08:00 PM,0,Brooklyn,Chicago
483,20070111,10:30 PM,1,Cleveland,Phoenix
484,20070112,07:00 PM,0,Dallas,Indiana
485,20070112,07:00 PM,1,Milwaukee,Philadelphia
486,20070112,07:30 PM,2,Detroit,Atlanta
487,20070112,07:30 PM,3,Toronto,Boston
488,20070112,07:30 PM,4,Charlotte,New York
489,20070112,08:00 PM,5,Minnesota,Memphis
490,20070112,08:00 PM,6,Washington,New Orleans
491,20070112,10:00 PM,7,Sacramento,Portland
492,20070112,10:30 PM,8,Houston,Denver
493,20070112,10:30 PM,9,Orlando,L.A. Lakers
494,20070112,10:30 PM,10,Miami,Golden State
495,20070113,07:00 PM,0,Philadelphia,Charlotte
496,20070113,07:30 PM,1,Boston,Detroit
497,20070113,08:00 PM,2,Washington,San Antonio
498,20070113,08:00 PM,3,Brooklyn,Minnesota
499,20070113,08:30 PM,4,Memphis,Chicago
500,20070113,09:00 PM,5,Orlando,Phoenix
501,20070113,09:00 PM,6,Miami,Utah
502,20070113,10:00 PM,7,Houston,Sacramento
503,20070113,10:30 PM,8,Cleveland,L.A. Clippers
504,20070114,01:00 PM,0,Dallas,Toronto
505,20070114,09:00 PM,1,Denver,Portland
506,20070115,01:00 PM,0,Utah,Washington
507,20070115,01:00 PM,1,Sacramento,New York
508,20070115,01:00 PM,2,Milwaukee,Charlotte
509,20070115,02:00 PM,3,Boston,Atlanta
510,20070115,02:00 PM,4,Toronto,Philadelphia
511,20070115,02:00 PM,5,San Antonio,Chicago
512,20070115,03:30 PM,6,Minnesota,Detroit
513,20070115,03:30 PM,7,Indiana,Brooklyn
514,20070115,04:00 PM,8,L.A. Clippers,Golden State
515,20070115,07:30 PM,9,Phoenix,Memphis
516,20070115,10:00 PM,10,Miami,L.A. Lakers
517,20070116,08:00 PM,0,Orlando,New Orleans
518,20070116,08:30 PM,1,Houston,Dallas
519,20070117,07:00 PM,0,Brooklyn,Charlotte
520,20070117,07:00 PM,1,New York,Washington
521,20070117,07:00 PM,2,Sacramento,Toronto
522,20070117,07:30 PM,3,Utah,Detroit
523,20070117,08:00 PM,4,Chicago,Milwaukee
524,20070117,08:00 PM,5,Atlanta,Minnesota
525,20070117,08:00 PM,6,Philadelphia,Memphis
526,20070117,08:30 PM,7,Phoenix,Houston
527,20070117,09:00 PM,8,L.A. Lakers,San Antonio
528,20070117,10:00 PM,9,Cleveland,Portland
529,20070117,10:30 PM,10,Golden State,L.A. Clippers
530,20070118,07:00 PM,0,Indiana,Miami
531,20070118,09:30 PM,1,L.A. Lakers,Dallas
532,20070119,07:00 PM,0,Washington,Orlando
533,20070119,07:00 PM,1,Utah,Toronto
534,20070119,07:00 PM,2,Miami,Philadelphia
535,20070119,07:30 PM,3,Sacramento,Boston
536,20070119,07:30 PM,4,Charlotte,Atlanta
537,20070119,07:30 PM,5,Brooklyn,New York
538,20070119,08:00 PM,6,New Orleans,San Antonio
539,20070119,08:00 PM,7,Detroit,Minnesota
