Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201812010CLE,"8:00 PM, December 1, 2018",2019,"Quicken Loans Arena, Cleveland, Ohio",Toronto Raptors,Cleveland Cavaliers,"19,432",94.4,Nick Buchert,J.T. Orr,James Williams,21,26,30,29,0,106,112.3,100.7,21,19,27,28,0,95,100.7,112.3
1,201812010DET,"7:00 PM, December 1, 2018",2019,"Little Caesars Arena, Detroit, Michigan",Golden State Warriors,Detroit Pistons,"20,332",99.2,Courtney Kirkland,Mark Lindsay,Haywoode Workman,24,22,32,24,0,102,102.9,111.9,24,30,31,26,0,111,111.9,102.9
2,201812010HOU,"8:00 PM, December 1, 2018",2019,"Toyota Center, Houston, Texas",Chicago Bulls,Houston Rockets,"18,055",103.1,Karl Lane,Derek Richardson,Josh Tiven,22,24,29,30,0,105,101.8,117.4,38,18,31,34,0,121,117.4,101.8
3,201812010MIN,"8:00 PM, December 1, 2018",2019,"Target Center, Minneapolis, Minnesota",Boston Celtics,Minnesota Timberwolves,"17,663",99.4,Sean Corbin,Jason Goldenberg,Dedric Taylor,29,28,27,34,0,118,118.7,109.7,26,22,29,32,0,109,109.7,118.7
4,201812010NYK,"5:00 PM, December 1, 2018",2019,"Madison Square Garden (IV), New York, New York",Milwaukee Bucks,New York Knicks,"19,812",102.0,Matt Boland,J.B. DeRosa,Jason Phillips,35,31,31,27,10,134,119.0,120.8,28,33,32,31,12,136,120.8,119.0
5,201812010SAC,"10:00 PM, December 1, 2018",2019,"Golden 1 Center, Sacramento, California",Indiana Pacers,Sacramento Kings,"17,583",106.6,Scott Foster,Jonathan Sterling,Ben Taylor,30,30,31,19,0,110,103.2,104.1,26,32,31,22,0,111,104.1,103.2
6,201812010WAS,"7:00 PM, December 1, 2018",2019,"Capital One Arena, Washington, District of Columbia",Brooklyn Nets,Washington Wizards,"15,448",96.0,Brandon Adair,Ron Garretson,Ed Malloy,19,20,19,30,0,88,91.7,106.3,24,18,26,34,0,102,106.3,91.7
7,201812020CHO,"5:00 PM, December 2, 2018",2019,"Spectrum Center, Charlotte, North Carolina",New Orleans Pelicans,Charlotte Hornets,"15,336",101.8,Tre Maddox,Tom Washington,Leon Wood,29,36,22,32,0,119,116.9,107.0,30,26,21,32,0,109,107.0,116.9
8,201812020DAL,"7:00 PM, December 2, 2018",2019,"American Airlines Center, Dallas, Texas",Los Angeles Clippers,Dallas Mavericks,"19,551",104.4,Mark Ayotte,Curtis Blair,James Capers,35,23,22,30,0,110,105.4,109.2,34,28,26,26,0,114,109.2,105.4
9,201812020LAL,"3:30 PM, December 2, 2018",2019,"STAPLES Center, Los Angeles, California",Phoenix Suns,Los Angeles Lakers,"18,997",106.1,Kevin Cutler,David Guthrie,Aaron Smith,31,15,28,22,0,96,90.5,113.1,21,40,34,25,0,120,113.1,90.5
