Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,1,Arron Afflalo,32:59,3,14,.214,1,5,.200,2,3,.667,1,2,3,1,0,0,1,1,9,-14,.294,.250,.357,.214,3.1,8.1,5.3,4.6,0.0,0.0,6.1,20.8,69,111
1,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,1,Nikola Vucevic,30:39,4,11,.364,0,0,,0,0,,5,5,10,3,2,1,5,4,8,-22,.364,.364,.000,.000,16.7,21.8,18.9,15.8,3.3,2.9,31.3,21.9,70,98
2,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,1,Jameer Nelson,30:34,4,13,.308,3,7,.429,1,1,1.000,1,4,5,7,2,0,2,1,12,-11,.446,.423,.538,.077,3.3,17.4,9.5,37.0,3.3,0.0,13.0,21.2,102,101
3,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,1,Jason Maxiell,26:19,0,5,.000,0,0,,0,0,,1,4,5,0,1,2,2,2,0,-15,.000,.000,.000,.000,3.9,20.3,11.0,0.0,1.9,6.8,28.6,11.2,8,99
4,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,1,Maurice Harkless,23:30,6,13,.462,2,2,1.000,0,1,.000,1,0,1,0,1,0,0,4,14,-3,.521,.538,.154,.077,4.3,0.0,2.5,0.0,2.2,0.0,0.0,24.0,111,107
5,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,E'Twaun Moore,25:45,3,6,.500,0,1,.000,0,0,,1,0,1,1,2,0,2,2,6,+3,.500,.500,.167,.000,4.0,0.0,2.2,6.1,3.9,0.0,25.0,13.0,83,104
6,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Victor Oladipo,22:35,4,11,.364,1,2,.500,3,5,.600,1,2,3,2,1,0,3,2,12,-11,.455,.409,.182,.455,4.5,11.8,7.7,15.5,2.2,0.0,18.5,30.1,85,104
7,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Andrew Nicholson,19:17,8,10,.800,2,2,1.000,0,0,,1,3,4,0,1,0,1,4,18,0,.900,.900,.200,.000,5.3,20.7,12.0,0.0,2.6,0.0,9.1,23.9,151,101
8,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Kyle O'Quinn,14:23,3,7,.429,0,0,,0,0,,0,4,4,0,0,3,1,2,6,+10,.429,.429,.000,.000,0.0,37.1,16.1,0.0,0.0,18.5,12.5,23.3,78,92
9,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Ronnie Price,8:37,1,2,.500,0,0,,0,0,,0,1,1,3,0,0,0,2,2,+6,.500,.500,.000,.000,0.0,15.5,6.7,54.9,0.0,0.0,0.0,9.7,144,108
10,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Solomon Jones,5:22,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,2,0,+7,.000,.000,.000,.000,19.0,24.8,21.6,0.0,0.0,0.0,0.0,7.8,49,105
11,201310290IND,"7:00 PM, October 29, 2013",2014,Orlando Magic,Indiana Pacers,0,Tobias Harris,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
