Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200011010BOS,"7:00 PM, November 1, 2000",2001,"FleetCenter, Boston, Massachusetts",Detroit Pistons,Boston Celtics,"17,725",96.6,Terry Durham, Courtney Kirkland, Bill Spooner,19,21,22,21,0,83,85.9,106.7,29,27,18,29,0,103,106.7,85.9
1,200011010CHH,"7:30 PM, November 1, 2000",2001,"Charlotte Coliseum, Charlotte, North Carolina",Washington Wizards,Charlotte Hornets,"16,043",89.4,Joe DeRosa, Kevin Fehr, David Jones,32,19,17,27,0,95,106.2,86.1,21,21,14,21,0,77,86.1,106.2
2,200011010CLE,"7:30 PM, November 1, 2000",2001,"Gund Arena, Cleveland, Ohio",Sacramento Kings,Cleveland Cavaliers,"17,695",83.4,Jim Clark, Dan Crawford, Dee Kantner,23,23,16,26,12,100,99.2,101.2,27,23,19,19,14,102,101.2,99.2
3,200011010LAL,"10:30 PM, November 1, 2000",2001,"STAPLES Center, Los Angeles, California",Utah Jazz,Los Angeles Lakers,"18,997",89.0,James Capers, Bernie Fryer, Phil Robinson,24,20,21,32,0,97,108.9,103.3,16,15,25,36,0,92,103.3,108.9
4,200011010MIA,"8:00 PM, November 1, 2000",2001,"AmericanAirlines Arena, Miami, Florida",Orlando Magic,Miami Heat,"16,500",101.8,Gary Benson, Hue Hollins, Tom Washington,14,21,18,26,0,79,77.6,103.1,37,22,25,21,0,105,103.1,77.6
5,200011010PHI,"7:00 PM, November 1, 2000",2001,"First Union Center, Philadelphia, Pennsylvania",Toronto Raptors,Philadelphia 76ers,"19,817",90.4,Joe Crawford, Nolan Fine, Rashan Michel,31,22,20,25,0,98,108.5,115.1,25,34,16,29,0,104,115.1,108.5
6,200011010SEA,"10:00 PM, November 1, 2000",2001,"KeyArena at Seattle Center, Seattle, Washington",Denver Nuggets,Seattle SuperSonics,"17,072",100.1,Jack Nies, Tommy Nunez, Violet Palmer,32,18,29,20,0,99,98.9,111.8,42,26,22,22,0,112,111.8,98.9
7,200011020DAL,"8:00 PM, November 2, 2000",2001,"Reunion Arena, Dallas, Texas",Indiana Pacers,Dallas Mavericks,"11,750",87.0,Bennie Adams, Steve Javie, Ron Olesiak,19,24,20,25,0,88,101.2,108.1,32,15,21,26,0,94,108.1,101.2
8,200011020DEN,"9:00 PM, November 2, 2000",2001,"Pepsi Center, Denver, Colorado",Golden State Warriors,Denver Nuggets,"15,790",99.6,Rodney Mott, Blane Reichelt, Eddie F. Rush,20,33,21,23,0,97,97.4,101.4,24,23,29,25,0,101,101.4,97.4
9,200011020HOU,"8:30 PM, November 2, 2000",2001,"Compaq Center, Houston, Texas",Milwaukee Bucks,Houston Rockets,"10,687",89.2,Dick Bavetta, Sean Corbin, Michael Smith,26,23,25,19,0,93,104.3,129.0,37,33,15,30,0,115,129.0,104.3
