Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,1,Dirk Nowitzki,42:03,10,22,.455,1,2,.500,3,3,1.000,1,10,11,4,0,1,5,2,24,+13,.515,.477,.091,.136,3.3,31.7,17.7,18.6,0.0,2.7,17.7,31.6,97,106
1,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,1,Shawn Marion,40:53,9,14,.643,0,0,,2,2,1.000,3,5,8,3,1,1,3,2,20,+1,.672,.643,.000,.143,10.1,16.3,13.2,13.8,1.3,2.7,16.8,20.5,123,106
2,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,1,Tyson Chandler,38:06,4,6,.667,0,0,,5,8,.625,4,3,7,0,1,0,0,5,13,+4,.683,.667,.000,1.333,14.4,10.5,12.4,0.0,1.4,0.0,0.0,11.7,154,108
3,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,1,Jason Kidd,37:33,2,7,.286,2,5,.400,0,0,,1,7,8,5,1,0,5,1,6,+1,.429,.429,.714,.000,3.7,24.9,14.4,19.1,1.5,0.0,41.7,15.0,72,106
4,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,1,DeShawn Stevenson,22:09,3,6,.500,3,5,.600,0,0,,1,2,3,0,3,0,1,2,9,-5,.750,.750,.833,.000,6.2,12.0,9.2,0.0,7.4,0.0,14.3,14.8,131,95
5,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,0,Jason Terry,31:05,5,11,.455,0,2,.000,6,6,1.000,1,0,1,5,2,0,2,4,16,+13,.587,.455,.182,.545,4.4,0.0,2.2,27.3,3.5,0.0,12.8,23.6,124,105
6,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,0,J.J. Barea,14:03,2,7,.286,0,3,.000,1,2,.500,0,3,3,1,0,0,0,1,5,-11,.317,.286,.429,.286,0.0,28.5,14.4,11.7,0.0,0.0,0.0,26.3,82,109
7,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,0,Brendan Haywood,8:11,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,2,2,+5,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,17.2,65,112
8,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,0,Peja Stojakovic,4:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.5,0,114
9,201106020MIA,"9:00 PM, June 2, 2011",2011,Dallas Mavericks,Miami Heat,0,Brian Cardinal,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108
10,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,1,Dwyane Wade,42:09,13,20,.650,2,7,.286,8,12,.667,2,3,5,6,3,1,1,2,36,+5,.712,.700,.350,.600,6.3,9.8,8.0,35.6,3.9,2.0,3.8,31.3,148,108
11,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,1,Chris Bosh,39:47,4,16,.250,0,0,,4,4,1.000,2,6,8,0,1,0,2,3,12,+3,.338,.250,.000,.250,6.7,20.7,13.6,0.0,1.4,0.0,10.1,24.9,71,112
12,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,1,LeBron James,39:37,8,15,.533,2,7,.286,2,4,.500,1,7,8,4,4,1,5,4,20,-5,.597,.600,.467,.267,3.4,24.2,13.7,19.9,5.5,2.1,23.0,27.6,99,101
13,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,1,Joel Anthony,26:49,0,0,,0,0,,0,0,,0,1,1,0,0,3,0,3,0,+2,,,,,0.0,5.1,2.5,0.0,0.0,9.3,,0.0,0,113
14,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,1,Mike Bibby,22:06,5,8,.625,4,7,.571,0,0,,0,1,1,0,4,0,1,0,14,+7,.875,.875,.875,.000,0.0,6.2,3.1,0.0,9.9,0.0,11.1,20.5,145,98
15,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,0,Udonis Haslem,29:26,1,3,.333,0,0,,0,0,,1,2,3,0,1,0,2,2,2,-12,.333,.333,.000,.000,4.5,9.3,6.9,0.0,1.9,0.0,40.0,8.5,52,114
16,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,0,Mario Chalmers,24:56,3,8,.375,1,6,.167,2,4,.500,0,0,0,3,1,0,1,1,9,-7,.461,.438,.750,.500,0.0,0.0,0.0,20.5,2.2,0.0,9.3,21.7,98,116
17,201106020MIA,"9:00 PM, June 2, 2011",2011,Miami Heat,Dallas Mavericks,0,Mike Miller,15:10,0,3,.000,0,3,.000,0,0,,0,4,4,0,1,1,0,2,0,-3,.000,.000,1.000,.000,0.0,36.2,17.8,0.0,3.6,5.5,0.0,9.9,0,99
18,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,1,LeBron James,45:15,6,14,.429,1,4,.250,4,4,1.000,0,3,3,9,2,0,4,3,17,+1,.539,.464,.286,.286,0.0,8.2,4.1,34.5,2.6,0.0,20.2,22.2,104,108
19,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,1,Dwyane Wade,38:38,12,21,.571,2,4,.500,3,4,.750,3,8,11,3,1,1,0,3,29,-1,.637,.619,.190,.190,9.6,25.5,17.5,19.5,1.5,2.5,0.0,29.9,137,101
20,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,1,Chris Bosh,37:29,7,18,.389,0,0,,4,5,.800,1,2,3,1,0,0,2,4,18,-10,.446,.389,.000,.278,3.3,6.6,4.9,5.1,0.0,0.0,9.0,30.1,89,114
21,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,1,Joel Anthony,23:05,1,4,.250,0,0,,0,0,,4,2,6,1,1,2,0,2,2,+3,.250,.250,.000,.000,21.3,10.7,16.0,6.5,2.5,8.5,0.0,8.8,108,102
22,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,1,Mike Bibby,19:07,1,5,.200,1,4,.250,0,0,,0,2,2,1,1,1,1,4,3,-4,.300,.300,.800,.000,0.0,12.9,6.4,8.0,3.1,5.1,16.7,15.9,60,101
23,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,0,Udonis Haslem,29:01,3,7,.429,0,0,,0,0,,1,3,4,1,1,1,1,4,6,+5,.429,.429,.000,.000,4.2,12.7,8.5,5.7,2.0,3.4,12.5,14.0,86,105
24,201106050DAL,"8:00 PM, June 5, 2011",2011,Miami Heat,Dallas Mavericks,0,Mario Chalmers,28:50,4,8,.500,4,6,.667,0,0,,0,4,4,2,0,0,1,3,12,+6,.750,.750,.750,.000,0.0,17.1,8.5,12.2,0.0,0.0,11.1,15.8,131,110
