Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,1,Shawn Marion,37:43,6,14,.429,1,5,.200,3,3,1.000,1,6,7,2,1,4,2,1,16,0,.522,.464,.357,.214,3.6,20.6,12.4,7.9,1.3,7.2,11.5,20.9,97,109
1,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,1,Steve Nash,34:12,6,15,.400,3,6,.500,0,0,,0,3,3,13,0,0,4,1,15,+1,.500,.500,.400,.000,0.0,11.4,5.8,57.8,0.0,0.0,21.1,25.3,105,119
2,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,1,Raja Bell,32:37,5,12,.417,2,7,.286,0,0,,0,1,1,2,0,0,0,1,12,+1,.500,.500,.583,.000,0.0,4.0,2.0,9.0,0.0,0.0,0.0,16.7,101,120
3,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,1,Boris Diaw,29:34,2,2,1.000,0,0,,0,0,,2,3,5,4,0,0,4,6,4,-16,1.000,1.000,.000,.000,9.3,13.2,11.3,17.7,0.0,0.0,66.7,9.2,97,118
4,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,1,Kurt Thomas,25:23,5,6,.833,0,0,,2,2,1.000,1,7,8,1,0,0,1,4,12,+3,.872,.833,.000,.333,5.4,35.8,21.0,6.2,0.0,0.0,12.7,14.1,151,113
5,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,0,Leandro Barbosa,37:19,9,14,.643,6,8,.750,6,8,.750,0,1,1,4,3,0,4,4,30,-6,.856,.857,.571,.571,0.0,3.5,1.8,18.1,3.9,0.0,18.6,26.2,130,112
6,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,0,Marcus Banks,19:06,4,6,.667,0,2,.000,0,0,,0,3,3,2,1,0,4,3,8,-8,.667,.667,.333,.000,0.0,20.4,10.5,16.8,2.5,0.0,40.0,23.8,77,111
7,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,0,James Jones,12:28,1,6,.167,1,2,.500,0,0,,0,0,0,0,1,0,0,3,3,-13,.250,.250,.333,.000,0.0,0.0,0.0,0.0,3.8,0.0,0.0,21.9,50,112
8,200610310LAL,"10:30 PM, October 31, 2006",2007,Phoenix Suns,Los Angeles Lakers,0,Amar'e Stoudemire,11:38,2,2,1.000,0,0,,2,4,.500,0,1,1,1,1,1,2,2,6,-2,.798,1.000,.000,2.000,0.0,11.2,5.7,13.0,4.1,5.8,34.7,22.5,99,105
9,200610310LAL,"10:30 PM, October 31, 2006",2007,Los Angeles Lakers,Phoenix Suns,1,Lamar Odom,43:38,12,24,.500,3,4,.750,7,7,1.000,3,10,13,6,3,0,5,3,34,+11,.628,.563,.167,.292,8.9,31.4,19.9,20.1,3.3,0.0,15.6,31.1,120,103
