Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,1,Paul Pierce,45:39,6,13,.462,0,4,.000,12,13,.923,0,9,9,4,0,2,3,5,24,-13,.641,.462,.308,1.000,0.0,27.0,13.0,18.5,0.0,3.2,13.8,23.8,119,116
1,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,1,Rajon Rondo,39:31,6,14,.429,0,0,,1,4,.250,4,2,6,8,0,0,2,2,13,-17,.412,.429,.000,.286,12.8,6.9,10.0,44.8,0.0,0.0,11.3,22.5,97,124
2,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,1,Kevin Garnett,34:47,7,16,.438,0,0,,2,2,1.000,2,2,4,1,2,1,1,3,16,-14,.474,.438,.000,.125,7.3,7.9,7.6,7.1,3.2,2.1,5.6,25.7,97,116
3,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,1,Ray Allen,27:20,3,8,.375,0,2,.000,6,6,1.000,0,0,0,0,0,0,2,5,12,-5,.564,.375,.250,.750,0.0,0.0,0.0,0.0,0.0,0.0,15.8,23.2,99,126
4,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,1,Kendrick Perkins,24:25,2,2,1.000,0,0,,4,5,.800,1,2,3,1,1,0,1,3,8,-14,.952,1.000,.000,2.500,5.2,11.2,8.1,7.8,2.3,0.0,19.2,10.7,157,118
5,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,0,Glen Davis,18:36,1,3,.333,0,0,,1,2,.500,1,2,3,1,1,0,1,1,3,-1,.387,.333,.000,.667,6.8,14.7,10.6,9.8,3.0,0.0,20.5,13.1,80,116
6,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,0,Rasheed Wallace,18:12,3,4,.750,1,2,.500,2,2,1.000,0,4,4,0,0,1,1,3,9,+3,.922,.875,.500,.500,0.0,30.1,14.5,0.0,0.0,4.0,17.0,16.2,140,114
7,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,0,Tony Allen,16:33,1,4,.250,0,0,,2,2,1.000,0,0,0,0,1,1,2,4,4,-11,.410,.250,.000,.500,0.0,0.0,0.0,0.0,3.4,4.4,29.1,20.8,60,116
8,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,0,Nate Robinson,13:01,0,3,.000,0,2,.000,0,0,,0,2,2,4,0,0,0,2,0,+10,.000,.000,.667,.000,0.0,21.1,10.1,50.9,0.0,0.0,0.0,11.5,55,120
9,201006030LAL,"9:00 PM, June 3, 2010",2010,Boston Celtics,Los Angeles Lakers,0,Michael Finley,1:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127
10,201006030LAL,"9:00 PM, June 3, 2010",2010,Los Angeles Lakers,Boston Celtics,1,Pau Gasol,46:34,8,14,.571,0,0,,7,10,.700,8,6,14,3,1,3,3,4,23,+13,.625,.571,.000,.714,23.6,16.3,19.8,10.8,1.2,5.4,14.0,21.7,129,101
11,201006030LAL,"9:00 PM, June 3, 2010",2010,Los Angeles Lakers,Boston Celtics,1,Kobe Bryant,38:45,10,22,.455,1,2,.500,9,10,.900,1,6,7,6,1,1,4,4,30,+8,.568,.477,.091,.455,3.5,19.6,11.9,30.2,1.4,2.2,13.2,37.0,117,103
12,201006030LAL,"9:00 PM, June 3, 2010",2010,Los Angeles Lakers,Boston Celtics,1,Metta World Peace,32:53,5,10,.500,3,5,.600,2,2,1.000,1,3,4,1,2,1,0,4,15,+26,.689,.650,.500,.200,4.2,11.5,8.0,4.9,3.4,2.6,0.0,15.6,156,100
