Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201305010IND,"8:00 PM, May 1, 2013",2013,"Bankers Life Fieldhouse, Indianapolis, Indiana",Atlanta Hawks,Indiana Pacers,"18,165",89.3,Derrick Collins, Monty McCutchen, Bennett Salvatore,22,21,24,16,0,83,93.0,118.7,21,29,31,25,0,106,118.7,93.0
1,201305010NYK,"7:00 PM, May 1, 2013",2013,"Madison Square Garden (IV), New York, New York",Boston Celtics,New York Knicks,"19,033",86.3,James Capers, Sean Corbin, Joe Crawford,20,25,24,23,0,92,106.7,99.7,22,17,21,26,0,86,99.7,106.7
2,201305010OKC,"10:30 PM, May 1, 2013",2013,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",Houston Rockets,Oklahoma City Thunder,"18,203",92.0,Ed Malloy, Ken Mauer, Bill Spooner,30,20,37,20,0,107,116.3,108.7,26,17,32,25,0,100,108.7,116.3
3,201305020CHI,"9:00 PM, May 2, 2013",2013,"United Center, Chicago, Illinois",Brooklyn Nets,Chicago Bulls,"21,810",91.6,Scott Foster, John Goble, Bill Kennedy,33,27,15,20,0,95,103.7,100.5,27,27,17,21,0,92,100.5,103.7
4,201305020GSW,"1:30 AM, May 2, 2013",2013,"Oracle Arena, Oakland, California",Denver Nuggets,Golden State Warriors,"19,596",89.8,Dan Crawford, Marc Davis, Michael Smith,25,17,20,26,0,88,98.0,102.4,21,19,33,19,0,92,102.4,98.0
5,201305030ATL,"7:00 PM, May 3, 2013",2013,"Philips Arena, Atlanta, Georgia",Indiana Pacers,Atlanta Hawks,"18,238",91.3,Tony Brothers, Ron Garretson, Zach Zarba,21,16,28,16,0,81,88.7,80.0,20,9,21,23,0,73,80.0,88.7
6,201305030BOS,"7:00 PM, May 3, 2013",2013,"TD Garden, Boston, Massachusetts",New York Knicks,Boston Celtics,"18,624",86.8,Ed Malloy, Ken Mauer, Bennett Salvatore,24,15,28,21,0,88,101.3,92.1,10,17,20,33,0,80,92.1,101.3
7,201305030HOU,"10:30 PM, May 3, 2013",2013,"Toyota Center, Houston, Texas",Oklahoma City Thunder,Houston Rockets,"18,357",88.7,Mike Callahan, Sean Corbin, Tom Washington,26,32,20,25,0,103,116.1,105.9,29,25,23,17,0,94,105.9,116.1
8,201305030MEM,"10:30 PM, May 3, 2013",2013,"FedEx Forum, Memphis, Tennessee",Los Angeles Clippers,Memphis Grizzlies,"18,119",92.4,Joe Crawford, Rodney Mott, Derrick Stafford,26,27,26,26,0,105,113.6,127.7,29,29,34,26,0,118,127.7,113.6
9,201305040BRK,"8:00 PM, May 4, 2013",2013,"Barclays Center, Brooklyn, New York",Chicago Bulls,Brooklyn Nets,"17,732",79.9,James Capers, Monty McCutchen, Jason Phillips,29,32,21,17,0,99,123.9,116.3,25,19,31,18,0,93,116.3,123.9
10,201305050NYK,"3:30 PM, May 5, 2013",2013,"Madison Square Garden (IV), New York, New York",Indiana Pacers,New York Knicks,"19,033",91.0,Dan Crawford, Marc Davis, Michael Smith,22,30,29,21,0,102,112.1,104.4,27,19,19,30,0,95,104.4,112.1
11,201305050OKC,"2:00 PM, May 5, 2013",2013,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",Memphis Grizzlies,Oklahoma City Thunder,"18,203",92.3,Scott Foster, John Goble, Bill Kennedy,16,30,27,18,0,91,98.6,100.7,14,33,17,29,0,93,100.7,98.6
12,201305060MIA,"7:00 PM, May 6, 2013",2013,"AmericanAirlines Arena, Miami, Florida",Chicago Bulls,Miami Heat,"19,685",87.1,Ed Malloy, Ken Mauer, Tom Washington,21,16,21,35,0,93,106.7,98.7,15,22,25,24,0,86,98.7,106.7
13,201305060SAS,"10:30 PM, May 6, 2013",2013,"AT&T Center, San Antonio, Texas",Golden State Warriors,San Antonio Spurs,"18,581",95.9,Tony Brothers, Mike Callahan, Zach Zarba,28,25,39,14,21,127,109.6,111.3,25,24,31,26,23,129,111.3,109.6
14,201305070NYK,"7:00 PM, May 7, 2013",2013,"Madison Square Garden (IV), New York, New York",Indiana Pacers,New York Knicks,"19,033",84.6,Sean Corbin, Joe Crawford, Derrick Stafford,20,22,24,13,0,79,93.4,124.1,29,18,25,33,0,105,124.1,93.4
15,201305070OKC,"10:30 PM, May 7, 2013",2013,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",Memphis Grizzlies,Oklahoma City Thunder,"18,203",89.5,Ron Garretson, Monty McCutchen, Gary Zielinski,23,31,15,30,0,99,110.7,104.0,21,30,23,19,0,93,104.0,110.7
16,201305080MIA,"7:00 PM, May 8, 2013",2013,"AmericanAirlines Arena, Miami, Florida",Chicago Bulls,Miami Heat,"19,817",88.0,Scott Foster, Rodney Mott, Sean Wright,20,21,15,22,0,78,88.6,130.7,25,30,30,30,0,115,130.7,88.6
17,201305080SAS,"10:30 PM, May 8, 2013",2013,"AT&T Center, San Antonio, Texas",Golden State Warriors,San Antonio Spurs,"18,581",88.4,James Capers, Dan Crawford, Jason Phillips,28,34,21,17,0,100,113.1,102.9,23,20,29,19,0,91,102.9,113.1
18,201305100CHI,"9:00 PM, May 10, 2013",2013,"United Center, Chicago, Illinois",Miami Heat,Chicago Bulls,"22,675",85.2,Joe Crawford, David Guthrie, Derrick Stafford,25,27,18,34,0,104,122.1,110.4,25,25,20,24,0,94,110.4,122.1
19,201305100GSW,"1:30 AM, May 10, 2013",2013,"Oracle Arena, Oakland, California",San Antonio Spurs,Golden State Warriors,"19,596",90.0,Monty McCutchen, Rodney Mott, Bill Spooner,32,25,22,23,0,102,113.3,102.2,23,25,21,23,0,92,102.2,113.3
