Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,1,Jason Kidd,44:00,4,17,.235,1,5,.200,1,2,.500,0,8,8,10,2,1,3,1,10,-12,.280,.265,.294,.118,0.0,20.8,9.5,38.1,2.4,1.6,14.4,21.1,70,106
1,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,1,Richard Jefferson,36:00,5,10,.500,0,0,,5,6,.833,0,4,4,1,2,0,3,3,15,-8,.593,.500,.000,.600,0.0,12.7,5.8,5.1,2.9,0.0,19.2,19.3,99,108
2,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,1,Kenyon Martin,33:00,10,24,.417,0,1,.000,1,2,.500,4,8,12,2,1,2,1,6,21,-12,.422,.417,.042,.083,11.6,27.7,19.0,15.8,1.6,4.2,3.9,34.9,93,103
3,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,1,Jason Collins,31:00,1,4,.250,0,0,,3,4,.750,4,5,9,3,0,0,0,4,5,-6,.434,.250,.000,1.000,12.4,18.4,15.1,14.8,0.0,0.0,0.0,8.3,128,112
4,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,1,Kerry Kittles,30:00,2,7,.286,1,3,.333,3,4,.750,2,1,3,2,0,0,1,1,8,-11,.457,.357,.429,.571,6.4,3.8,5.2,10.7,0.0,0.0,10.2,14.5,101,116
5,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,0,Lucious Harris,24:00,4,10,.400,1,2,.500,6,7,.857,0,1,1,0,0,0,0,1,15,0,.573,.450,.200,.700,0.0,4.8,2.2,0.0,0.0,0.0,0.0,24.2,125,116
6,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,0,Rodney Rogers,21:00,5,10,.500,1,2,.500,0,0,,1,1,2,1,0,0,0,3,11,-5,.550,.550,.200,.000,4.6,5.4,5.0,10.6,0.0,0.0,0.0,21.2,117,115
7,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,0,Aaron Williams,11:00,2,5,.400,0,0,,0,0,,2,2,4,0,0,1,0,4,4,-2,.400,.400,.000,.000,17.5,20.8,19.0,0.0,0.0,6.3,0.0,20.2,99,105
8,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,0,Dikembe Mutombo,6:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,0,2,0,-4,.000,.000,.000,.000,0.0,38.1,17.4,0.0,0.0,11.6,0.0,7.4,0,97
9,200306040SAS,"8:30 PM, June 4, 2003",2003,New Jersey Nets,San Antonio Spurs,0,Anthony Johnson,4:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0,116
