Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,1,Carmelo Anthony,40:15,8,24,.333,0,1,.000,7,8,.875,3,1,4,1,2,1,4,3,23,-7,.418,.333,.042,.333,6.9,3.2,5.4,4.9,2.6,1.9,12.7,34.6,83,112
1,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,1,Greg Buckner,32:37,8,13,.615,4,5,.800,0,0,,1,2,3,3,1,0,1,2,20,-11,.769,.769,.385,.000,2.8,8.0,5.0,19.9,1.6,0.0,7.1,19.0,142,114
2,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,1,Andre Miller,30:50,7,18,.389,0,0,,1,2,.500,2,4,6,8,1,0,1,3,15,-15,.397,.389,.000,.111,6.0,16.8,10.5,53.9,1.7,0.0,5.0,28.5,97,112
3,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,1,Marcus Camby,28:59,3,10,.300,0,0,,0,0,,3,8,11,2,3,2,1,2,6,-11,.300,.300,.000,.000,9.6,35.8,20.5,11.4,5.4,5.3,9.1,16.8,76,96
4,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,1,Eduardo Najera,25:48,0,6,.000,0,0,,0,0,,0,4,4,1,1,0,1,4,0,-14,.000,.000,.000,.000,0.0,20.1,8.4,5.5,2.0,0.0,14.3,12.0,7,110
5,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,0,Earl Boykins,29:50,4,10,.400,0,3,.000,3,5,.600,0,0,0,2,1,0,1,1,11,-15,.451,.400,.300,.500,0.0,0.0,0.0,11.7,1.8,0.0,7.6,19.6,93,116
6,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,0,Francisco Elson,26:34,1,2,.500,0,0,,0,0,,4,2,6,2,1,0,1,4,2,-12,.500,.500,.000,.000,13.9,9.8,12.2,11.2,2.0,0.0,33.3,5.0,112,113
7,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,0,DerMarr Johnson,11:05,0,3,.000,0,3,.000,0,0,,0,3,3,0,0,0,0,1,0,-4,.000,.000,1.000,.000,0.0,35.1,14.6,0.0,0.0,0.0,0.0,12.0,0,111
8,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,0,Linas Kleiza,9:47,2,5,.400,0,0,,0,0,,1,2,3,1,0,0,0,1,4,0,.400,.400,.000,.000,9.4,26.5,16.5,20.3,0.0,0.0,0.0,22.6,98,113
9,200605010LAC,"10:30 PM, May 1, 2006",2006,Denver Nuggets,Los Angeles Clippers,0,Reggie Evans,4:15,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-1,1.000,1.000,.000,.000,0.0,30.5,12.7,0.0,0.0,0.0,0.0,10.4,200,112
