Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,1,P.J. Brown,38:00,5,7,.714,0,0,,4,4,1.000,1,15,16,1,1,2,1,2,14,+28,.799,.714,.000,.571,5.1,39.5,27.7,4.4,1.4,3.8,10.2,12.8,153,82
1,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,1,Baron Davis,36:00,7,11,.636,2,2,1.000,4,7,.571,1,5,6,3,2,0,5,3,20,+14,.710,.727,.182,.636,5.3,13.9,11.0,15.6,3.0,0.0,26.2,26.3,111,92
2,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,1,David Wesley,34:00,7,10,.700,1,2,.500,3,4,.750,0,1,1,6,1,0,1,1,18,+25,.765,.750,.200,.400,0.0,2.9,1.9,33.7,1.6,0.0,7.8,18.6,156,99
3,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,1,Jamal Mashburn,31:00,8,16,.500,2,5,.400,5,8,.625,1,5,6,3,1,0,3,4,23,+13,.589,.563,.313,.500,6.2,16.1,12.7,20.5,1.8,0.0,13.3,36.1,114,93
4,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,1,Elden Campbell,31:00,3,7,.429,0,0,,7,9,.778,1,5,6,0,1,4,4,5,13,+21,.593,.429,.000,1.286,6.2,16.1,12.7,0.0,1.8,9.4,26.7,24.0,95,86
5,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Eldridge Recasner,21:00,1,4,.250,0,0,,2,2,1.000,0,2,2,1,0,0,1,1,4,+11,.410,.250,.000,.500,0.0,9.5,6.3,7.0,0.0,0.0,17.0,13.9,85,100
6,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Eddie Robinson,20:00,3,5,.600,0,0,,4,4,1.000,1,2,3,1,1,0,2,1,10,+12,.740,.600,.000,.800,9.6,10.0,9.9,8.6,2.7,0.0,22.8,21.8,126,94
7,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Otis Thorpe,15:00,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,4,0,-4,.000,.000,.000,.000,12.8,0.0,4.4,9.1,0.0,0.0,0.0,3.3,105,103
8,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Hersey Hawkins,6:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,,,,,0.0,16.7,11.0,0.0,0.0,0.0,,0.0,0,97
9,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Jamaal Magloire,4:00,1,1,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,2,4,+1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104
10,200010310ATL,"7:30 PM, October 31, 2000",2001,Charlotte Hornets,Atlanta Hawks,0,Tim James,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1,1.064,1.000,.000,2.000,48.0,25.0,32.9,0.0,0.0,0.0,0.0,23.4,224,93
11,200010310ATL,"7:30 PM, October 31, 2000",2001,Atlanta Hawks,Charlotte Hornets,1,Alan Henderson,36:00,9,11,.818,0,0,,5,9,.556,1,1,2,2,3,1,4,4,23,-12,.239,.200,.050,.100,8.3,21.3,12.8,10.8,3.0,2.5,0.0,27.0,66,116
