Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,1,Bryon Russell,37:00,3,7,.429,0,1,.000,0,0,,0,3,3,1,0,0,0,2,6,-20,.429,.429,.143,.000,0.0,9.7,4.5,5.0,0.0,0.0,0.0,9.3,90,129
1,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,1,Karl Malone,34:00,10,20,.500,0,0,,5,6,.833,0,8,8,2,0,1,2,4,25,-20,.552,.500,.000,.300,0.0,28.2,13.0,17.8,0.0,2.7,8.1,35.7,102,122
2,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,1,John Stockton,31:00,2,7,.286,0,2,.000,0,2,.000,1,4,5,9,2,0,0,1,4,-19,.254,.286,.286,.286,3.3,15.5,8.9,51.8,3.6,0.0,0.0,12.5,90,119
3,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,1,Donyell Marshall,27:00,4,14,.286,0,1,.000,0,0,,3,6,9,1,0,1,2,4,8,-19,.286,.286,.071,.000,11.3,26.7,18.4,7.8,0.0,3.4,12.5,29.2,62,122
4,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,1,Olden Polynice,20:00,2,5,.400,0,0,,4,6,.667,3,1,4,1,0,1,0,1,8,-8,.524,.400,.000,1.200,15.3,6.0,11.0,9.5,0.0,4.5,0.0,18.8,125,126
5,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,David Benoit,22:00,4,11,.364,2,4,.500,2,2,1.000,1,3,4,1,0,0,1,0,12,-12,.505,.455,.364,.182,4.6,16.4,10.0,10.3,0.0,0.0,7.8,28.8,97,128
6,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,Danny Manning,21:00,3,5,.600,0,0,,4,4,1.000,0,2,2,3,2,0,0,5,10,-6,.740,.600,.000,.800,0.0,11.4,5.3,29.6,5.3,0.0,0.0,15.8,160,116
7,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,Greg Ostertag,17:00,1,3,.333,0,0,,0,4,.000,1,3,4,1,0,1,2,1,2,-13,.210,.333,.000,1.333,6.0,21.2,13.0,10.4,0.0,5.3,29.6,19.6,40,122
8,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,Jacque Vaughn,9:00,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-7,.000,.000,.500,.000,0.0,0.0,0.0,17.8,0.0,0.0,0.0,10.9,23,132
9,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,DeShawn Stevenson,8:00,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-4,.500,.500,.000,.000,0.0,15.0,6.9,0.0,0.0,0.0,33.3,18.5,58,128
10,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,John Crotty,8:00,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,0,1,0,-4,.000,.000,.000,.000,12.8,15.0,13.8,20.0,0.0,0.0,0.0,6.2,77,128
11,200105010DAL,"9:30 PM, May 1, 2001",2001,Utah Jazz,Dallas Mavericks,0,John Starks,6:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,1,2,0,-18,.000,.000,.000,.000,0.0,0.0,0.0,0.0,9.3,0.0,50.0,16.4,0,110
12,200105010DAL,"9:30 PM, May 1, 2001",2001,Dallas Mavericks,Utah Jazz,1,Michael Finley,42:00,7,13,.538,3,4,.750,3,3,1.000,1,11,12,4,0,0,1,3,20,+31,.698,.654,.308,.231,2.9,26.7,15.8,16.3,0.0,0.0,6.5,18.0,141,90
13,200105010DAL,"9:30 PM, May 1, 2001",2001,Dallas Mavericks,Utah Jazz,1,Juwan Howard,41:00,3,11,.273,0,0,,0,0,,0,5,5,3,0,0,0,2,6,+29,.273,.273,.000,.000,0.0,12.5,6.7,10.8,0.0,0.0,0.0,13.3,74,95
14,200105010DAL,"9:30 PM, May 1, 2001",2001,Dallas Mavericks,Utah Jazz,1,Steve Nash,38:00,8,15,.533,4,8,.500,7,7,1.000,0,3,3,7,2,0,4,0,27,+27,.747,.667,.533,.467,0.0,8.1,4.4,34.1,2.9,0.0,18.1,28.7,131,91
