Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Tristan Thompson,47:09,1,4,.250,0,0,,0,0,,6,9,15,1,1,1,2,3,2,-6,.250,.250,.000,.000,13.5,23.5,18.1,3.0,1.2,1.8,33.3,5.9,84,112
1,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,LeBron James,45:46,18,38,.474,2,8,.250,6,10,.600,0,8,8,6,0,0,4,2,44,-3,.519,.500,.211,.263,0.0,21.5,10.0,38.3,0.0,0.0,8.6,47.4,104,117
2,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Kyrie Irving,43:37,10,22,.455,2,8,.250,1,1,1.000,2,5,7,6,4,2,1,5,23,+5,.512,.500,.364,.045,4.9,14.1,9.1,27.2,5.0,4.0,4.3,25.1,115,105
3,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Iman Shumpert,34:27,2,6,.333,2,4,.500,0,0,,1,1,2,0,4,1,2,2,6,-7,.500,.500,.667,.000,3.1,3.6,3.3,0.0,6.4,2.5,25.0,10.9,80,106
4,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Timofey Mozgov,33:12,5,10,.500,0,0,,6,8,.750,3,4,7,2,0,1,1,1,16,+3,.592,.500,.000,.800,9.6,14.9,12.0,10.3,0.0,2.6,6.9,20.4,127,117
5,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,J.R. Smith,34:21,3,13,.231,3,10,.300,0,0,,0,4,4,0,0,0,0,2,9,-8,.346,.346,.769,.000,0.0,14.4,6.6,0.0,0.0,0.0,0.0,17.7,77,119
6,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,James Jones,17:05,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,1,4,0,-11,.000,.000,1.000,.000,0.0,7.2,3.3,8.0,3.2,0.0,50.0,5.5,25,114
7,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Matthew Dellavedova,9:23,0,0,,0,0,,0,0,,1,0,1,3,0,0,0,1,0,-13,,,,,11.3,0.0,6.1,43.4,0.0,0.0,,0.0,222,123
8,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Kendrick Perkins,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Brendan Haywood,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Mike Miller,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Joe Harris,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,201506040GSW,"9:00 PM, June 4, 2015",2015,Cleveland Cavaliers,Golden State Warriors,0,Shawn Marion,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,1,Stephen Curry,42:39,10,20,.500,2,6,.333,4,4,1.000,0,4,4,8,2,0,4,1,26,+4,.597,.550,.300,.200,0.0,9.9,5.3,37.4,2.6,0.0,15.5,29.2,113,105
14,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,1,Harrison Barnes,39:15,4,9,.444,3,5,.600,0,0,,2,4,6,1,1,0,0,2,11,+11,.611,.611,.556,.000,6.3,10.8,8.7,4.0,1.4,0.0,0.0,11.1,135,107
15,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,1,Draymond Green,38:55,4,13,.308,0,3,.000,4,4,1.000,2,4,6,3,2,0,1,5,12,+3,.407,.308,.231,.308,6.3,10.9,8.8,12.2,2.8,0.0,6.3,19.6,98,104
16,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,1,Klay Thompson,38:46,5,14,.357,3,9,.333,8,8,1.000,1,5,6,1,1,2,1,1,21,+5,.599,.464,.643,.571,3.2,13.7,8.8,4.3,1.4,4.3,5.4,23.1,126,103
17,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,1,Andrew Bogut,28:28,2,5,.400,0,0,,0,0,,3,4,7,3,1,2,1,2,4,-6,.400,.400,.000,.000,13.0,14.9,14.0,15.8,1.9,5.9,16.7,10.2,108,100
18,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Andre Iguodala,31:39,6,8,.750,2,3,.667,1,2,.500,0,3,3,2,1,1,1,2,15,+8,.845,.875,.375,.250,0.0,10.0,5.4,11.6,1.7,2.7,10.1,15.1,146,105
19,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Shaun Livingston,15:33,2,6,.333,0,0,,0,0,,1,4,5,3,0,0,0,0,4,+2,.333,.333,.000,.000,7.9,27.3,18.3,31.8,0.0,0.0,0.0,18.6,102,104
20,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Festus Ezeli,12:11,1,1,1.000,0,0,,3,4,.750,0,5,5,1,0,0,1,1,5,+3,.906,1.000,.000,4.000,0.0,43.5,23.4,12.6,0.0,0.0,26.6,14.9,137,98
21,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Leandro Barbosa,9:02,1,4,.250,0,1,.000,0,0,,0,3,3,1,0,0,2,0,2,+5,.250,.250,.250,.000,0.0,35.2,18.9,17.7,0.0,0.0,33.3,32.1,43,101
22,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Marreese Speights,8:32,4,8,.500,0,0,,0,0,,2,1,3,1,0,0,1,2,8,+5,.500,.500,.000,.000,28.9,12.4,20.0,43.9,0.0,0.0,11.1,51.0,100,109
23,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,David Lee,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,Justin Holiday,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,201506040GSW,"9:00 PM, June 4, 2015",2015,Golden State Warriors,Cleveland Cavaliers,0,James Michael McAdoo,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,201506070GSW,"8:00 PM, June 7, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,LeBron James,50:20,11,35,.314,3,6,.500,14,18,.778,4,12,16,11,1,1,3,3,39,0,.454,.357,.171,.514,8.6,24.8,16.8,66.5,1.0,2.2,6.5,40.1,108,92
27,201506070GSW,"8:00 PM, June 7, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Matthew Dellavedova,42:27,3,10,.300,1,6,.167,2,2,1.000,1,4,5,1,3,0,6,3,9,+15,.414,.350,.600,.200,2.5,9.8,6.2,4.9,3.7,0.0,35.5,17.5,60,92
28,201506070GSW,"8:00 PM, June 7, 2015",2015,Cleveland Cavaliers,Golden State Warriors,1,Tristan Thompson,39:29,0,5,.000,0,0,,2,4,.500,7,7,14,0,1,1,0,5,2,-21,.148,.000,.000,.800,19.2,18.4,18.8,0.0,1.3,2.8,0.0,7.5,79,93
