Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,1,LeBron James,42:17,10,21,.476,2,4,.500,7,8,.875,0,7,7,6,2,1,4,2,29,-22,.591,.524,.190,.381,0.0,20.4,9.2,46.5,2.7,1.8,14.0,34.7,112,105
1,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,1,Dwyane Wade,33:51,3,11,.273,1,2,.500,3,5,.600,0,2,2,1,2,1,2,1,10,-8,.379,.318,.182,.455,0.0,7.3,3.3,6.5,3.4,2.3,13.2,23.1,72,108
2,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,1,Chris Bosh,31:02,1,8,.125,1,1,1.000,2,2,1.000,1,3,4,0,0,1,3,2,5,-9,.282,.188,.125,.250,3.3,11.9,7.2,0.0,0.0,2.5,25.3,19.7,49,113
3,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,1,Mario Chalmers,21:06,3,8,.375,2,3,.667,2,2,1.000,2,0,2,0,1,0,2,2,10,-17,.563,.500,.375,.250,9.7,0.0,5.3,0.0,2.7,0.0,18.4,26.5,99,113
4,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,1,Udonis Haslem,16:02,0,2,.000,0,0,,0,0,,0,2,2,0,1,0,1,4,0,-10,.000,.000,.000,.000,0.0,15.4,7.0,0.0,3.6,0.0,33.3,9.6,0,105
5,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Joel Anthony,28:48,1,5,.200,0,0,,0,0,,5,3,8,0,1,3,0,5,2,-2,.200,.200,.000,.000,17.7,12.8,15.5,0.0,2.0,7.9,0.0,8.9,88,105
6,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Norris Cole,28:00,4,7,.571,1,2,.500,0,0,,0,2,2,2,0,0,0,2,9,+2,.643,.643,.286,.000,0.0,8.8,4.0,17.9,0.0,0.0,0.0,12.9,138,116
7,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Ray Allen,21:24,2,8,.250,1,4,.250,1,2,.500,1,1,2,1,2,0,0,1,6,+3,.338,.313,.500,.250,4.8,5.8,5.2,10.4,5.4,0.0,0.0,21.3,83,106
8,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Mike Miller,12:00,2,2,1.000,2,2,1.000,0,0,,0,3,3,0,1,0,1,0,6,-1,1.500,1.500,1.000,.000,0.0,30.8,14.0,0.0,4.8,0.0,33.3,12.9,159,98
9,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Shane Battier,4:26,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-5,,,,,0.0,27.8,12.6,0.0,0.0,0.0,,0.0,0,108
10,201306010IND,"8:30 PM, June 1, 2013",2013,Miami Heat,Indiana Pacers,0,Rashard Lewis,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114
11,201306010IND,"8:30 PM, June 1, 2013",2013,Indiana Pacers,Miami Heat,1,Paul George,43:16,11,19,.579,3,5,.600,3,4,.750,0,8,8,5,3,0,6,4,28,+12,.674,.658,.263,.211,0.0,18.9,10.3,22.4,4.0,0.0,22.4,29.7,113,85
