Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200104010CHH,"3:00 PM, April 1, 2001",2001,"Charlotte Coliseum, Charlotte, North Carolina",Boston Celtics,Charlotte Hornets,"15,103",90.0,Joe Crawford, Nolan Fine, Michael Smith,13,28,17,21,0,79,87.7,88.9,20,15,20,25,0,80,88.9,87.7
1,200104010DET,"8:00 PM, April 1, 2001",2001,"The Palace of Auburn Hills, Auburn Hills, Michigan",Golden State Warriors,Detroit Pistons,"12,237",93.1,Sean Corbin, Ronnie Nunn, Ron Olesiak,24,22,23,18,0,87,93.4,111.7,35,28,28,13,0,104,111.7,93.4
2,200104010LAL,"5:30 PM, April 1, 2001",2001,"STAPLES Center, Los Angeles, California",New York Knicks,Los Angeles Lakers,"18,997",79.8,Dan Crawford, Greg Willard, Leon Wood,14,35,13,17,0,79,99.0,97.8,23,25,17,13,0,78,97.8,99.0
3,200104010NJN,"8:00 PM, April 1, 2001",2001,"Continental Airlines Arena, East Rutherford, New Jersey",Houston Rockets,New Jersey Nets,"12,142",89.5,Kevin Fehr, Joe Forte, Blane Reichelt,21,20,35,22,0,98,109.5,112.8,20,26,32,23,0,101,112.8,109.5
4,200104010PHI,"12:30 PM, April 1, 2001",2001,"First Union Center, Philadelphia, Pennsylvania",Indiana Pacers,Philadelphia 76ers,"20,690",91.3,David Jones, Mike Mathis, Bennett Salvatore,18,24,21,30,0,93,101.8,113.9,25,29,23,27,0,104,113.9,101.8
5,200104010PHO,"8:00 PM, April 1, 2001",2001,"America West Arena, Phoenix, Arizona",Milwaukee Bucks,Phoenix Suns,"18,464",89.0,Bennie Adams, Jack Nies, Derrick Stafford,24,23,27,25,0,99,111.2,119.1,19,32,22,33,0,106,119.1,111.2
6,200104010POR,"3:00 PM, April 1, 2001",2001,"Rose Garden Arena, Portland, Oregon",Minnesota Timberwolves,Portland Trail Blazers,"20,580",84.8,Mike Callahan, Bob Delaney, Derek Richardson,33,26,22,18,0,99,116.8,112.1,28,34,23,10,0,95,112.1,116.8
7,200104010SAC,"9:00 PM, April 1, 2001",2001,"ARCO Arena (II), Sacramento, California",Dallas Mavericks,Sacramento Kings,"17,317",101.9,Tony Brothers, Tim Donaghy, Ron Garretson,28,36,34,21,0,119,116.7,105.0,33,25,25,24,0,107,105.0,116.7
8,200104010TOR,"5:30 PM, April 1, 2001",2001,"Air Canada Centre, Toronto, Canada",Orlando Magic,Toronto Raptors,"19,971",86.9,Hugh Evans, Scott Foster, Luis Grillo,30,30,20,24,0,104,119.7,116.2,31,15,27,28,0,101,116.2,119.7
9,200104010VAN,"3:00 PM, April 1, 2001",2001,"General Motors Place, Vancouver, Canada",Utah Jazz,Vancouver Grizzlies,"13,093",83.2,James Capers, Hue Hollins, Violet Palmer,25,20,28,19,0,92,110.6,87.8,22,23,16,12,0,73,87.8,110.6
