Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200010310ATL,"7:30 PM, October 31, 2000",2001,"Philips Arena, Atlanta, Georgia",Charlotte Hornets,Atlanta Hawks,"18,465",88.4,Hank Armstrong, Hue Hollins, Tom Washington,28,22,33,23,0,106,119.9,92.8,13,34,15,20,0,82,92.8,119.9
1,200010310CHI,"8:30 PM, October 31, 2000",2001,"United Center, Chicago, Illinois",Sacramento Kings,Chicago Bulls,"21,814",90.4,Tim Donaghy, Don Vaden, Leon Wood,25,21,23,31,0,100,110.6,89.6,19,23,22,17,0,81,89.6,110.6
2,200010310DAL,"8:00 PM, October 31, 2000",2001,"Reunion Arena, Dallas, Texas",Milwaukee Bucks,Dallas Mavericks,"16,600",93.8,Bob Delaney, Leroy Richardson, Derrick Stafford,21,25,27,20,0,93,99.1,103.4,30,23,28,16,0,97,103.4,99.1
3,200010310GSW,"10:30 PM, October 31, 2000",2001,"The Arena in Oakland, Oakland, California",Phoenix Suns,Golden State Warriors,"15,460",101.4,James Capers, Bernie Fryer, Bill Kennedy,23,33,23,15,0,94,92.7,94.7,34,15,24,23,0,96,94.7,92.7
4,200010310HOU,"8:30 PM, October 31, 2000",2001,"Compaq Center, Houston, Texas",Minnesota Timberwolves,Houston Rockets,"11,327",95.3,Bennie Adams, Luis Grillo, Steve Javie,35,30,19,22,0,106,111.3,102.9,25,19,23,31,0,98,102.9,111.3
5,200010310NJN,"7:30 PM, October 31, 2000",2001,"Continental Airlines Arena, East Rutherford, New Jersey",Cleveland Cavaliers,New Jersey Nets,"14,505",96.2,Terry Durham, Courtney Kirkland, Bill Spooner,18,26,18,24,0,86,89.4,85.3,25,19,18,20,0,82,85.3,89.4
6,200010310NYK,"8:00 PM, October 31, 2000",2001,"Madison Square Garden (IV), New York, New York",Philadelphia 76ers,New York Knicks,"19,763",84.6,Joe DeRosa, Jess Kersey, Jim Kinsey,26,25,29,21,0,101,119.4,85.1,23,18,13,18,0,72,85.1,119.4
7,200010310ORL,"7:30 PM, October 31, 2000",2001,"TD Waterhouse Centre, Orlando, Florida",Washington Wizards,Orlando Magic,"13,349",98.0,Mike Callahan, Marc Davis, Joe Forte,22,27,19,18,0,86,87.8,99.0,31,23,17,26,0,97,99.0,87.8
8,200010310POR,"10:30 PM, October 31, 2000",2001,"Rose Garden Arena, Portland, Oregon",Los Angeles Lakers,Portland Trail Blazers,"20,270",85.9,Hugh Evans, Scott Wall, Mark Wunderlich,27,26,14,29,0,96,111.8,100.2,22,22,23,19,0,86,100.2,111.8
9,200010310SAS,"8:30 PM, October 31, 2000",2001,"Alamodome, San Antonio, Texas",Indiana Pacers,San Antonio Spurs,"17,450",90.8,Dick Bavetta, Tony Brothers, Sean Corbin,12,29,19,25,0,85,93.7,108.0,24,27,23,24,0,98,108.0,93.7
10,200010310TOR,"8:00 PM, October 31, 2000",2001,"Air Canada Centre, Toronto, Canada",Detroit Pistons,Toronto Raptors,"19,800",97.4,Jim Clark, Dan Crawford, Dee Kantner,27,29,29,19,0,104,106.8,97.5,24,22,24,25,0,95,97.5,106.8
11,200010310UTA,"9:00 PM, October 31, 2000",2001,"Delta Center, Salt Lake City, Utah",Los Angeles Clippers,Utah Jazz,"17,824",95.6,Rodney Mott, Blane Reichelt, Eddie F. Rush,19,27,21,27,0,94,98.3,111.9,22,28,34,23,0,107,111.9,98.3
12,200010310VAN,"10:30 PM, October 31, 2000",2001,"General Motors Place, Vancouver, Canada",Seattle SuperSonics,Vancouver Grizzlies,"15,779",96.6,Ron Garretson, Phil Robinson, Greg Willard,18,18,28,24,0,88,91.1,97.3,34,22,9,29,0,94,97.3,91.1
