Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,1,LeBron James,36:00,9,21,.429,0,4,.000,4,8,.500,1,6,7,6,2,1,3,4,22,-3,.449,.429,.190,.381,3.9,18.6,12.1,47.1,2.9,2.2,10.9,35.4,93,92
1,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,1,Delonte West,35:29,2,4,.500,0,1,.000,2,2,1.000,0,2,2,2,0,0,1,0,6,-10,.615,.500,.250,.500,0.0,6.3,3.5,10.3,0.0,0.0,17.0,7.7,114,104
2,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,1,Mo Williams,31:18,4,10,.400,3,5,.600,1,1,1.000,0,3,3,2,1,0,4,5,12,+3,.575,.550,.500,.100,0.0,10.7,6.0,13.4,1.7,0.0,27.7,21.4,85,98
3,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,1,Zydrunas Ilgauskas,30:24,3,5,.600,0,0,,9,10,.900,3,5,8,1,0,0,4,3,15,+7,.798,.600,.000,2.000,13.9,18.4,16.4,6.5,0.0,0.0,29.9,20.4,121,100
4,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,1,Ben Wallace,19:03,1,1,1.000,0,0,,0,0,,0,4,4,0,0,1,1,2,2,-1,1.000,1.000,.000,.000,0.0,23.4,13.1,0.0,0.0,4.2,50.0,4.9,79,95
5,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,0,Anderson Varejao,26:09,3,6,.500,0,0,,3,5,.600,4,5,9,1,3,0,2,2,9,-7,.549,.500,.000,.833,21.6,21.3,21.5,7.8,5.9,0.0,19.6,18.1,105,87
6,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,0,Daniel Gibson,22:38,2,8,.250,0,2,.000,2,3,.667,0,3,3,3,0,0,0,1,6,-8,.322,.250,.250,.375,0.0,14.8,8.3,25.7,0.0,0.0,0.0,19.1,85,101
7,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,0,Wally Szczerbiak,15:56,1,4,.250,0,1,.000,2,2,1.000,0,0,0,0,1,0,2,4,4,-3,.410,.250,.250,.500,0.0,0.0,0.0,0.0,3.2,0.0,29.1,20.0,62,97
8,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,0,Sasha Pavlovic,12:34,3,6,.500,0,2,.000,1,2,.500,0,3,3,0,0,0,3,1,7,-3,.509,.500,.333,.333,0.0,26.6,14.9,0.0,0.0,0.0,30.4,36.5,66,98
9,200810280BOS,"8:00 PM, October 28, 2008",2009,Cleveland Cavaliers,Boston Celtics,0,Lorenzen Wright,10:29,1,3,.333,0,0,,0,0,,0,2,2,1,1,0,1,4,2,0,.333,.333,.000,.000,0.0,21.3,11.9,18.7,4.9,0.0,25.0,17.7,61,87
